study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,editor,booktitle,institution,copyright,language
Nolte_2020,Nolte_2020,Misc,10.25573/SERC.11958996,Misc,10.25573/SERC.11958996,https://smithsonian.figshare.com/articles/Dataset_Does_livestock_grazing_affect_sediment_deposition_and_accretion_rates_in_salt_marshes_/11958996,2020,NA,The Smithsonian Institution,NA,NA,Stefanie Nolte,Dataset: Does livestock grazing affect sediment deposition and accretion rates in salt marshes?,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
Nolte_2020,Nolte_2020,Article,nolte2013does,Article,10.1016/j.ecss.2013.10.026,NA,2013,NA,Elsevier,135,NA,Stefanie Nolte and Frauke Müller and Mark Schuerch and Antonia Wanner and Peter Esselink and Jan P Bakker and Kai Jensen,Does livestock grazing affect sediment deposition and accretion rates in salt marshes?,"Estuarine, Coastal and Shelf Science",NA,296--305,NA,NA,NA,NA,NA,NA
Noe_et_al_2016,Noe_et_al_2016,Article,Noe_et_al_2016,Article,10.1007/s12237-016-0066-4,https://doi.org/10.1007/s12237-016-0066-4,2016,jan,Springer Nature,39,4,Gregory B. Noe and Cliff R. Hupp and Christopher E. Bernhardt and Ken W. Krauss,Contemporary Deposition and Long-Term Accumulation of Sediment and Nutrients by Tidal Freshwater Forested Wetlands Impacted by Sea Level Rise,Estuaries and Coasts,NA,1006--1019,NA,NA,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,Nahlik_and_Fennessy_2016,Article,Nahlik_and_Fennessy_2016,Article,doi.org/10.1038/ncomms13835,https://doi.org/10.1038/ncomms13835,2016,dec,Springer Nature,NA,NA,"Nahlik, Amanda M. and Fennessy, Siobhan",Carbon storage in US wetlands,Nature Communications,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,Messerschmidt_and_Kirwan_2020,Misc,10.25573/SERC.11914140,Misc,10.25573/SERC.11914140,https://smithsonian.figshare.com/articles/Dataset_Soil_properties_and_accretion_rates_of_C3_and_C4_marshes_at_the_Global_Change_Research_Wetland_Edgewater_Maryland/11914140,2020,NA,The Smithsonian Institution,NA,NA,Tyler C. Messerschmidt and Matthew L. Kirwan,"Dataset: Soil properties and accretion rates of C3 and C4 marshes at the Global Change Research Wetland, Edgewater, Maryland",NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
McTigue_et_al_2020,McTigue_et_al_2019,Article,mctigue2019sea,Article,NA,NA,2019,NA,Wiley Online Library,NA,NA,Nathan McTigue and Jenny Davis and Tony Rodriguez and Brent McKee and Anna Atencio and Carolyn Currin,Sea-level rise explains changing carbon accumulation rates in a salt marsh over the past two millennia,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA,NA,NA
McTigue_et_al_2020,McTigue_et_al_2020,Misc,mctigue2020DataRelease,Misc,10.25573/serc.11421063,NA,2020,NA,The Smithsonian Institution,NA,NA,Nathan McTigue and Jenny Davis and Antonio Rodriguez and Brent McKee and Anna Atencio and Carolyn Currin,Dataset: Carbon accumulation rates in a salt marsh over the past two millennia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagomasino_et_al_2020,Lagomasino_et_al_2020,Lagomasino_et_al_2020,10.25573/SERC.12043335,Misc,10.25573/SERC.12043335,https://smithsonian.figshare.com/articles/Dataset_Influence_of_Wind-Driven_Inundation_and_Coastal_Geomorphology_on_Sedimentation_in_Two_Microtidal_Marshes_Pamlico_River_Estuary_NC/12043335,2020,NA,The Smithsonian Institution,NA,NA,David Lagomasino and {D. Reide Corbett} and {J.P. Walsh},"Dataset: Influence of Wind-Driven Inundation and Coastal Geomorphology on Sedimentation in Two Microtidal Marshes, Pamlico River Estuary, NC",NA,NA,NA,"Environmental Science, 40303 Geochronology, Geology, 40310 Sedimentology, Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA
Lagomasino_et_al_2020,Lagomasino_et_al_2020,Lagomasino_et_al_2020,10.1007/s12237-013-9625-0,Article,10.1007/s12237-013-9625-0,NA,2013,NA,Springer,36,6,David Lagomasino and D Reide Corbett and JP Walsh,"Influence of wind-driven inundation and coastal geomorphology on sedimentation in two microtidal marshes, Pamlico River Estuary, NC",Estuaries and coasts,NA,1165--1180,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018c,Krauss_et_al_2018_data_release,Misc,Krauss_2018_data,Misc,10.5066/f7tm7930,https://www.sciencebase.gov/catalog/item/59e9f79de4b05fe04cd690a1,2018,NA,U.S. Geological Survey,NA,NA,Ken W Krauss and Gregory Noe and Jamie A. Duberstein and William H. Conner and Miriam C Jones and Christopher E Bernhardt and Nicole Cormier and Andrew From,"Carbon budget assessment of tidal freshwater forested wetland and oligohaline marsh ecosystems along the Waccamaw and Savannah rivers, U.S.A. (2005-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018a,Krauss_et_al_2018_data_release,Misc,Krauss_2018_data,Misc,10.5066/f7tm7930,https://www.sciencebase.gov/catalog/item/59e9f79de4b05fe04cd690a1,2018,NA,U.S. Geological Survey,NA,NA,Ken W Krauss and Gregory Noe and Jamie A. Duberstein and William H. Conner and Miriam C Jones and Christopher E Bernhardt and Nicole Cormier and Andrew From,"Carbon budget assessment of tidal freshwater forested wetland and oligohaline marsh ecosystems along the Waccamaw and Savannah rivers, U.S.A. (2005-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018b,Krauss_et_al_2018_data_release,Misc,Krauss_2018_data,Misc,10.5066/f7tm7930,https://www.sciencebase.gov/catalog/item/59e9f79de4b05fe04cd690a1,2018,NA,U.S. Geological Survey,NA,NA,Ken W Krauss and Gregory Noe and Jamie A. Duberstein and William H. Conner and Miriam C Jones and Christopher E Bernhardt and Nicole Cormier and Andrew From,"Carbon budget assessment of tidal freshwater forested wetland and oligohaline marsh ecosystems along the Waccamaw and Savannah rivers, U.S.A. (2005-2016)",NA,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018c,Krauss_et_al_2018,Article,Krauss_2018,Article,10.1029/2018gb005897,https://doi.org/10.1029/2018gb005897,2018,may,American Geophysical Union ({AGU}),32,5,Ken W. Krauss and Gregory B. Noe and Jamie A. Duberstein and William H. Conner and Camille L. Stagg and Nicole Cormier and Miriam C. Jones and Christopher E. Bernhardt and B. Graeme Lockaby and Andrew S. From and Thomas W. Doyle and Richard H. Day and Scott H. Ensign and Katherine N. Pierfelice and Cliff R. Hupp and Alex T. Chow and Julie L. Whitbeck,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,Global Biogeochemical Cycles,NA,817--839,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018c,Jones_et_al_2017,Article,Jones_2017,Article,10.1002/2017jg004015,https://doi.org/10.1002/2017jg004015,2017,dec,American Geophysical Union ({AGU}),122,12,Miriam C. Jones and Christopher E. Bernhardt and Ken W. Krauss and Gregory B. Noe,"The Impact of Late Holocene Land Use Change, Climate Variability, and Sea Level Rise on Carbon Storage in Tidal Freshwater Wetlands on the Southeastern United States Coastal Plain",Journal of Geophysical Research: Biogeosciences,NA,3126--3141,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018a,Krauss_et_al_2018,Article,Krauss_2018,Article,10.1029/2018gb005897,https://doi.org/10.1029/2018gb005897,2018,may,American Geophysical Union ({AGU}),32,5,Ken W. Krauss and Gregory B. Noe and Jamie A. Duberstein and William H. Conner and Camille L. Stagg and Nicole Cormier and Miriam C. Jones and Christopher E. Bernhardt and B. Graeme Lockaby and Andrew S. From and Thomas W. Doyle and Richard H. Day and Scott H. Ensign and Katherine N. Pierfelice and Cliff R. Hupp and Alex T. Chow and Julie L. Whitbeck,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,Global Biogeochemical Cycles,NA,817--839,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018a,Jones_et_al_2017,Article,Jones_2017,Article,10.1002/2017jg004015,https://doi.org/10.1002/2017jg004015,2017,dec,American Geophysical Union ({AGU}),122,12,Miriam C. Jones and Christopher E. Bernhardt and Ken W. Krauss and Gregory B. Noe,"The Impact of Late Holocene Land Use Change, Climate Variability, and Sea Level Rise on Carbon Storage in Tidal Freshwater Wetlands on the Southeastern United States Coastal Plain",Journal of Geophysical Research: Biogeosciences,NA,3126--3141,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018b,Krauss_et_al_2018,Article,Krauss_2018,Article,10.1029/2018gb005897,https://doi.org/10.1029/2018gb005897,2018,may,American Geophysical Union ({AGU}),32,5,Ken W. Krauss and Gregory B. Noe and Jamie A. Duberstein and William H. Conner and Camille L. Stagg and Nicole Cormier and Miriam C. Jones and Christopher E. Bernhardt and B. Graeme Lockaby and Andrew S. From and Thomas W. Doyle and Richard H. Day and Scott H. Ensign and Katherine N. Pierfelice and Cliff R. Hupp and Alex T. Chow and Julie L. Whitbeck,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,Global Biogeochemical Cycles,NA,817--839,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018b,Jones_et_al_2017,Article,Jones_2017,Article,10.1002/2017jg004015,https://doi.org/10.1002/2017jg004015,2017,dec,American Geophysical Union ({AGU}),122,12,Miriam C. Jones and Christopher E. Bernhardt and Ken W. Krauss and Gregory B. Noe,"The Impact of Late Holocene Land Use Change, Climate Variability, and Sea Level Rise on Carbon Storage in Tidal Freshwater Wetlands on the Southeastern United States Coastal Plain",Journal of Geophysical Research: Biogeosciences,NA,3126--3141,NA,NA,NA,NA,NA,NA
Kemp_et_al_2020,Kemp_et_al_2012,Article,Kemp_2012,Article,10.1016/j.quageo.2012.05.004,https://doi.org/10.1016/j.quageo.2012.05.004,2012,oct,Elsevier {BV},12,NA,Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina,Use of lead isotopes for developing chronologies in recent salt-marsh sediments,Quaternary Geochronology,NA,40--49,NA,NA,NA,NA,NA,NA
Kemp_et_al_2020,Kemp_et_al_2020_Data_Release,Misc,kemp2020DataRelease,Misc,10.25573/serc.11569419,NA,2020,NA,The Smithsonian Institution,NA,NA,Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina,Dataset: Use of lead isotopes for developing chronologies in recent salt-marsh sediments,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Kauffman_et_al_2020,Misc,Kauffman_et_al_2020_data,Misc,10.25573/serc.12640172,https://smithsonian.figshare.com/articles/dataset/Dataset_Carbon_stocks_in_seagrass_meadows_emergent_marshes_and_forested_tidal_swamps_of_the_Pacific_Northwest/12640172,2020,aug,The Smithsonian Institution,NA,NA,{J. Boone Kauffman} and Leila Giovanonni and James Kelly and Nicholas Dunstan and Amy Borde and {Heida Diefenderfer} and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy,"Dataset: Carbon stocks in seagrass meadows, emergent marshes, and forested tidal swamps of the Pacific Northwest",NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, FOS: Agriculture, forestry and fisheries",NA,NA,NA,Creative Commons Attribution 4.0 International,NA
Kauffman_et_al_2020,Kauffman_et_al_2020,Article,Kauffman_et_al_2020,Article,10.1111/gcb.15248,https://doi.org/10.1111/gcb.15248,2020,aug,Wiley,NA,NA,J. Boone Kauffman and Leila Giovanonni and James Kelly and Nicholas Dunstan and Amy Borde and Heida Diefenderfer and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy,"Total ecosystem carbon stocks at the marine-terrestrial interface: Blue carbon of the Pacific Northwest Coast, United States",Global Change Biology,NA,NA,NA,NA,NA,NA,NA,NA
Johnson_et_al_2007,Johnson_et_al_2007,Article,Johnson_et_al_2007,Article,10.1016/j.orggeochem.2006.06.006,https://doi.org/10.1016/j.orggeochem.2006.06.006,2007,mar,Elsevier {BV},38,3,Beverly J. Johnson and Karen A. Moore and Charlotte Lehmann and Curtis Bohlen and Thomas A. Brown,"Middle to late Holocene fluctuations of C3 and C4 vegetation in a Northern New England Salt Marsh, Sprague Marsh, Phippsburg Maine",Organic Geochemistry,NA,394--403,NA,NA,NA,NA,NA,NA
Nuttle_1996,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hill_and_Anisfeld_2015,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cochran_et_al_1998,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noe_et_al_2013,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRMS_Database,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake_et_al_2015,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
