study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-3,20,25,1.137083993660856,0.00619973540306091,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-3,37,42,1.3684627575277335,0.00570540785789489,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-3,72,77,1.4683042789223455,0.00702275812625885,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-3,NA,NA,1.4683042789223455,0.00650971174240112,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-4,5,10,1.4175911251980984,0.00472030162811279,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-4,20,25,1.462757527733756,0.006221764087677,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-4,37,42,1.3954041204437402,0.00519635200500488,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-4,72,77,1.4675118858954042,0.00414007545,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-4,NA,NA,1.3565768621236136,0.00698762595653533,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-5,5,10,1.176703645007924,0.01039772868156433,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-5,20,25,1.2408874801901746,0.0096976488828659,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-5,37,42,1.441362916006339,0.00564564704895019,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-5,72,77,1.4096671949286848,0.00807206928730011,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-5,NA,NA,1.4263074484944531,0.00735054731369018,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-6,5,10,1.713946117274168,0.00507328510284423,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-6,20,25,1.3478605388272584,0.00870028436,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-6,37,42,1.3288431061806656,0.00669463456,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-6,72,77,1.2916006339144217,0.00713051676750183,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Valino Island Eelgrass,COO-VAL-SG-6,NA,NA,1.4183835182250395,0.00683584451675415,vertical slice of 5cm taken within the given representative depth range,100,260,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-1,5,10,0.23880076695136832,0.2094249725341797,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-1,20,25,0.3852187554470978,0.06962350368499756,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-1,37,42,0.5542966707338332,0.05407347202301025,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-1,72,77,0.5412236360467144,0.0600630235671997,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-1,NA,NA,0.6719539829179014,0.03342886209487915,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-2,5,10,0.27801987101272446,0.2220004653930664,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-2,20,25,0.4148509674045669,0.08018939971923827,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-2,37,42,0.3826041485096741,0.07260675430297851,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-2,72,77,0.6815408750217884,0.12418295860290528,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-2,NA,NA,0.6736970542095172,0.04727089405059814,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-3,5,10,0.22224158968101795,0.24460634231567385,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-3,20,25,0.4157225030503748,0.06572645187377929,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-3,37,42,0.3425135088025101,0.13330137252807617,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-3,72,77,0.4854453547150079,0.0787603235244751,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-3,NA,NA,0.5935157747951892,0.04883311748504639,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-4,5,10,0.3643018999477079,0.13502455711364747,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-4,20,25,0.6632386264598223,0.02948693752288818,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-4,37,42,0.37476032769740286,0.20859294891357424,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-4,72,77,1.0728603799895418,0.01295695424079895,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-4,NA,NA,0.8201150427052467,0.02940490245819092,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-5,5,10,0.3355412236360467,0.09038776397705078,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-5,20,25,0.5603974202544884,0.03579420566558838,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-5,37,42,0.7530067979780374,0.02325334548950195,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-5,72,77,0.7286037998954158,0.04277932643890381,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-5,NA,NA,0.8767648596827612,0.01366140723228454,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-6,5,10,0.4104932891755273,0.08950554847717285,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-6,20,25,0.5786996688164546,0.04821672916412353,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-6,37,42,0.6370925570855849,0.03033245325088501,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-6,72,77,0.5290221370054036,0.05776649951934815,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Chehalis Flood Plain,GRA-CHE-TS-6,NA,NA,0.5595258846086806,0.05413222312927246,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-1,5,10,0.2867352274708036,0.17941144943237303,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-1,20,25,0.6797978037301726,0.04775837421417237,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
