study_id,bibliography_id,publication_type,bibtype,doi,url,author,keywords,title,publisher,year,copyright,month,volume,number,pages,journal,school,key,editor,booktitle,institution,language
Lee_and_Baker_1972,Lee_and_Baker_1972_article,associated,Article,NA,NA,"Lee, Benny KH and Baker, Gladys E",NA,An ecological study of the soil microfungi in a Hawaiian mangrove swamp,NA,1972,NA,NA,26,NA,NA,Pacific Science,NA,NA,NA,NA,NA,NA
Sanborn_and_Coxson_2020,Sanborn_and_Coxson_2020,synthesis,Misc,doi.org/10.25573/serc.12252005,https://smithsonian.figshare.com/articles/Dataset_Carbon_data_for_intertidal_soils_and_sediments_Skeena_River_estuary_British_Columbia/12252005,"Sanbor, Paul and Coxson, Darwyn",NA,"Dataset: Carbon data for intertidal soils and sediments, Skeena River estuary, British Columbia",The Smithsonian Institution,2020,NA,jun,NA,NA,NA,NA,NA,Sanborn_and_Coxson_2020,NA,NA,NA,NA
Poppe_and_Rybczyk_2018,Poppe_and_Rybczyk_2018_article,associated,Article,10.3955/046.092.0202,NA,KL Poppe and JM Rybczyk,NA,Carbon Sequestration in a Pacific Northwest Eelgrass (Zostera marina) Meadow,NA,2018,NA,NA,92,2,NA,Northwest Science,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2018,Poppe_and_Rybczyk_2018_mastersthesis,associated,MastersThesis,NA,NA,KL Poppe,NA,An Ecogeomorphic Model to Assess the Response of Padilla Bay's Eelgrass Habitat to Sea Level Rise,NA,2015,NA,NA,NA,NA,NA,NA,Western Washington University,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2018,Poppe_and_Rybczyk_2018_2019_synthesis,synthesis,Misc,10.25573/DATA.10005248,https://smithsonian.figshare.com/articles/Dataset_Sediment_carbon_stocks_and_sequestration_rates_in_the_Pacific_Northwest_region_of_Washington_USA/10005248,Katrina L Poppe and John M Rybczyk,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Sediment carbon stocks and sequestration rates in the Pacific Northwest region of Washington, USA",The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Poppe_and_Rybczyk_2019_techreport,associated,TechReport,NA,NA,KL Poppe and JM Rybczyk,NA,A Blue Carbon Assessment for the Stillaguamish River Estuary: Quantifying the Climate Benefits of Tidal Marsh Restoration,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Washington University,NA
Poppe_and_Rybczyk_2019,Poppe_and_Rybczyk_2018_2019_synthesis,synthesis,Misc,10.25573/DATA.10005248,https://smithsonian.figshare.com/articles/Dataset_Sediment_carbon_stocks_and_sequestration_rates_in_the_Pacific_Northwest_region_of_Washington_USA/10005248,Katrina L Poppe and John M Rybczyk,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Sediment carbon stocks and sequestration rates in the Pacific Northwest region of Washington, USA",The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2019,Poppe_et_al_2019_techreport,associated,TechReport,NA,NA,S Crooks and J Rybczyk and K O`Connell and D L Devier and K Poppe and S Emmett-Mattox,NA,Coastal Blue Carbon Opportunity Assessment for the Snohomish Estuary: The Climate Benefits of Estuary Restoration,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Washington University,NA
Poppe_et_al_2019,Poppe_and_Rybczyk_2018_2019_synthesis,synthesis,Misc,10.25573/DATA.10005248,https://smithsonian.figshare.com/articles/Dataset_Sediment_carbon_stocks_and_sequestration_rates_in_the_Pacific_Northwest_region_of_Washington_USA/10005248,Katrina L Poppe and John M Rybczyk,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Sediment carbon stocks and sequestration rates in the Pacific Northwest region of Washington, USA",The Smithsonian Institution,2019,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Peck_et_al_2020_data,primary,Misc,10.25573/SERC.11317820.V2,https://smithsonian.figshare.com/articles/Dataset_Controls_on_sediment_accretion_and_blue_carbon_burial_in_tidal_saline_wetlands_Insights_from_the_Oregon_coast_U_S_A_/11317820/2,Erin Peck and Robert Wheatcroft and Laura Brophy,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Controls on sediment accretion and blue carbon burial in tidal saline wetlands: Insights from the Oregon coast, U.S.A.",The Smithsonian Institution,2020,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osland_et_al_2016,Osland_et_al_2016_data,primary,Misc,10.5066/F7J1017G,https://www.sciencebase.gov/catalog/item/5731fbace4b0dae0d5dc1e59,Michael J Osland,NCCWSC/CSC Data Product,"Vegetation, soil, and landscape data",U.S. Geological Survey,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,Nolte_2020_data,primary,Misc,10.25573/SERC.11958996,https://smithsonian.figshare.com/articles/Dataset_Does_livestock_grazing_affect_sediment_deposition_and_accretion_rates_in_salt_marshes_/11958996,Stefanie Nolte,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries",Dataset: Does livestock grazing affect sediment deposition and accretion rates in salt marshes?,The Smithsonian Institution,2020,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolte_2020,Nolte_et_al_2013_article,associated,Article,10.1016/j.ecss.2013.10.026,https://doi.org/10.1016/j.ecss.2013.10.026,Stefanie Nolte and Frauke Müller and Mark Schuerch and Antonia Wanner and Peter Esselink and Jan P. Bakker and Kai Jensen,NA,Does livestock grazing affect sediment deposition and accretion rates in salt marshes?,Elsevier {BV},2013,NA,dec,135,NA,296--305,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Noe_et_al_2016,Noe_et_al_2016_article,associated,Article,10.1007/s12237-016-0066-4,https://doi.org/10.1007/s12237-016-0066-4,Gregory B. Noe and Cliff R. Hupp and Christopher E. Bernhardt and Ken W. Krauss,NA,Contemporary Deposition and Long-Term Accumulation of Sediment and Nutrients by Tidal Freshwater Forested Wetlands Impacted by Sea Level Rise,Springer Science and Business Media {LLC},2016,NA,jan,39,4,1006--1019,Estuaries and Coasts,NA,NA,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,Nahlik_and_Fennessy_2016_article,associated,Article,doi.org/10.1038/ncomms13835,https://doi.org/10.1038/ncomms13835,"Nahlik, Amanda M. and Fennessy, Siobhan",NA,Carbon storage in US wetlands,Springer Nature,2016,NA,dec,NA,NA,NA,Nature Communications,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,Messerschmidt_and_Kirwan_2020_data,primary,Misc,10.25573/SERC.11914140,https://smithsonian.figshare.com/articles/Dataset_Soil_properties_and_accretion_rates_of_C3_and_C4_marshes_at_the_Global_Change_Research_Wetland_Edgewater_Maryland/11914140,Tyler C. Messerschmidt and Matthew L. Kirwan,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Soil properties and accretion rates of C3 and C4 marshes at the Global Change Research Wetland, Edgewater, Maryland",The Smithsonian Institution,2020,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McTigue_et_al_2020,McTigue_et_al_2019_article,associated,Article,NA,NA,Nathan McTigue and Jenny Davis and Tony Rodriguez and Brent McKee and Anna Atencio and Carolyn Currin,NA,Sea-level rise explains changing carbon accumulation rates in a salt marsh over the past two millennia,Wiley Online Library,2019,NA,NA,NA,NA,NA,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA
McTigue_et_al_2020,McTigue_et_al_2020_data,primary,Misc,10.25573/serc.11421063,NA,Nathan McTigue and Jenny Davis and Antonio Rodriguez and Brent McKee and Anna Atencio and Carolyn Currin,NA,Dataset: Carbon accumulation rates in a salt marsh over the past two millennia,The Smithsonian Institution,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luk_et_al_2020_a,Luk_et_al_2021_article,associated,Article,10.1029/2020gl090287,https://doi.org/10.1029/2020gl090287,Sheron Y. Luk and Katherine Todd-Brown and Meagan Eagle and Ann P. McNichol and Jonathan Sanderman and Kelsey Gosselin and Amanda C. Spivak,NA,Soil Organic Carbon Development and Turnover in Natural and Disturbed Salt Marsh Environments,American Geophysical Union ({AGU}),2021,NA,jan,48,2,NA,Geophysical Research Letters,NA,NA,NA,NA,NA,NA
Luk_et_al_2020_b,Luk_et_al_2021_article,associated,Article,10.1029/2020gl090287,https://doi.org/10.1029/2020gl090287,Sheron Y. Luk and Katherine Todd-Brown and Meagan Eagle and Ann P. McNichol and Jonathan Sanderman and Kelsey Gosselin and Amanda C. Spivak,NA,Soil Organic Carbon Development and Turnover in Natural and Disturbed Salt Marsh Environments,American Geophysical Union ({AGU}),2021,NA,jan,48,2,NA,Geophysical Research Letters,NA,NA,NA,NA,NA,NA
Luk_et_al_2020_a,Spivak_2020_data,primary,Misc,10.26008/1912/BCO-DMO.827298.1,https://hdl.handle.net/1912/26379,Amanda Spivak,NA,Bulk soil and elemental properties of marsh and infilled pond soils collected in 2014-2015 within Plum Island Ecosystems LTER,Biological and Chemical Oceanography Data Management Office (BCO-DMO),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en
Luk_et_al_2020_b,Luk_et_al_2020_data,primary,Misc,10.5066/P9HIOWKT,https://www.sciencebase.gov/catalog/item/5fb41153d34eb413d5e0af37,Sheron Luk and Amanda Spivak and Meagan J Eagle and Jennifer A {O'keefe Suttles},NA,"Collection, analysis, and age-dating of sediment cores from a salt marsh platform and ponds, Rowley, Massachusetts, 2014-15",U.S. Geological Survey,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagomasino_et_al_2020,Lagomasino_et_al_2020_data,primary,Misc,10.25573/SERC.12043335,https://smithsonian.figshare.com/articles/Dataset_Influence_of_Wind-Driven_Inundation_and_Coastal_Geomorphology_on_Sedimentation_in_Two_Microtidal_Marshes_Pamlico_River_Estuary_NC/12043335,David Lagomasino and {D. Reide Corbett} and {J.P. Walsh},"Environmental Science, 40303 Geochronology, FOS: Earth and related environmental sciences, Geology, 40310 Sedimentology, Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Influence of Wind-Driven Inundation and Coastal Geomorphology on Sedimentation in Two Microtidal Marshes, Pamlico River Estuary, NC",The Smithsonian Institution,2020,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagomasino_et_al_2020,Lagomasino_et_al_2013_article,associated,Article,10.1007/s12237-013-9625-0,NA,David Lagomasino and D Reide Corbett and JP Walsh,NA,"Influence of wind-driven inundation and coastal geomorphology on sedimentation in two microtidal marshes, Pamlico River Estuary, NC",Springer,2013,NA,NA,36,6,1165--1180,Estuaries and coasts,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018c,Krauss_et_al_2018_data,primary,Misc,10.5066/F7TM7930,https://www.sciencebase.gov/catalog/item/59e9f79de4b05fe04cd690a1,Christopher E Bernhardt and Ken W. Krauss and Nicole Cormier and Andrew From and Miriam C Jones and William H Conner and Gregory Noe and Jamie A Duberstein,NA,"Carbon budget assessment of tidal freshwater forested wetland and oligohaline marsh ecosystems along the Waccamaw and Savannah rivers, U.S.A. (2005-2016)",U.S. Geological Survey,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018a,Krauss_et_al_2018_data,primary,Misc,10.5066/F7TM7930,https://www.sciencebase.gov/catalog/item/59e9f79de4b05fe04cd690a1,Christopher E Bernhardt and Ken W. Krauss and Nicole Cormier and Andrew From and Miriam C Jones and William H Conner and Gregory Noe and Jamie A Duberstein,NA,"Carbon budget assessment of tidal freshwater forested wetland and oligohaline marsh ecosystems along the Waccamaw and Savannah rivers, U.S.A. (2005-2016)",U.S. Geological Survey,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018b,Krauss_et_al_2018_data,primary,Misc,10.5066/F7TM7930,https://www.sciencebase.gov/catalog/item/59e9f79de4b05fe04cd690a1,Christopher E Bernhardt and Ken W. Krauss and Nicole Cormier and Andrew From and Miriam C Jones and William H Conner and Gregory Noe and Jamie A Duberstein,NA,"Carbon budget assessment of tidal freshwater forested wetland and oligohaline marsh ecosystems along the Waccamaw and Savannah rivers, U.S.A. (2005-2016)",U.S. Geological Survey,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018c,Krauss_et_al_2018_article,associated,Article,10.1029/2018gb005897,https://doi.org/10.1029/2018gb005897,Ken W. Krauss and Gregory B. Noe and Jamie A. Duberstein and William H. Conner and Camille L. Stagg and Nicole Cormier and Miriam C. Jones and Christopher E. Bernhardt and B. Graeme Lockaby and Andrew S. From and Thomas W. Doyle and Richard H. Day and Scott H. Ensign and Katherine N. Pierfelice and Cliff R. Hupp and Alex T. Chow and Julie L. Whitbeck,NA,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,American Geophysical Union ({AGU}),2018,NA,may,32,5,817--839,Global Biogeochemical Cycles,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018c,Jones_et_al_2017_article,associated,Article,10.1002/2017jg004015,https://doi.org/10.1002/2017jg004015,Miriam C. Jones and Christopher E. Bernhardt and Ken W. Krauss and Gregory B. Noe,NA,"The Impact of Late Holocene Land Use Change, Climate Variability, and Sea Level Rise on Carbon Storage in Tidal Freshwater Wetlands on the Southeastern United States Coastal Plain",American Geophysical Union ({AGU}),2017,NA,dec,122,12,3126--3141,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018a,Krauss_et_al_2018_article,associated,Article,10.1029/2018gb005897,https://doi.org/10.1029/2018gb005897,Ken W. Krauss and Gregory B. Noe and Jamie A. Duberstein and William H. Conner and Camille L. Stagg and Nicole Cormier and Miriam C. Jones and Christopher E. Bernhardt and B. Graeme Lockaby and Andrew S. From and Thomas W. Doyle and Richard H. Day and Scott H. Ensign and Katherine N. Pierfelice and Cliff R. Hupp and Alex T. Chow and Julie L. Whitbeck,NA,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,American Geophysical Union ({AGU}),2018,NA,may,32,5,817--839,Global Biogeochemical Cycles,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018a,Jones_et_al_2017_article,associated,Article,10.1002/2017jg004015,https://doi.org/10.1002/2017jg004015,Miriam C. Jones and Christopher E. Bernhardt and Ken W. Krauss and Gregory B. Noe,NA,"The Impact of Late Holocene Land Use Change, Climate Variability, and Sea Level Rise on Carbon Storage in Tidal Freshwater Wetlands on the Southeastern United States Coastal Plain",American Geophysical Union ({AGU}),2017,NA,dec,122,12,3126--3141,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018b,Krauss_et_al_2018_article,associated,Article,10.1029/2018gb005897,https://doi.org/10.1029/2018gb005897,Ken W. Krauss and Gregory B. Noe and Jamie A. Duberstein and William H. Conner and Camille L. Stagg and Nicole Cormier and Miriam C. Jones and Christopher E. Bernhardt and B. Graeme Lockaby and Andrew S. From and Thomas W. Doyle and Richard H. Day and Scott H. Ensign and Katherine N. Pierfelice and Cliff R. Hupp and Alex T. Chow and Julie L. Whitbeck,NA,The Role of the Upper Tidal Estuary in Wetland Blue Carbon Storage and Flux,American Geophysical Union ({AGU}),2018,NA,may,32,5,817--839,Global Biogeochemical Cycles,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018b,Jones_et_al_2017_article,associated,Article,10.1002/2017jg004015,https://doi.org/10.1002/2017jg004015,Miriam C. Jones and Christopher E. Bernhardt and Ken W. Krauss and Gregory B. Noe,NA,"The Impact of Late Holocene Land Use Change, Climate Variability, and Sea Level Rise on Carbon Storage in Tidal Freshwater Wetlands on the Southeastern United States Coastal Plain",American Geophysical Union ({AGU}),2017,NA,dec,122,12,3126--3141,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA
Keshta_et_al_2020_b,Keshta_et_al_2020_data,primary,Misc,10.25573/serc.13187549,https://smithsonian.figshare.com/articles/dataset/Dataset_Soil_Redox_and_Hydropattern_control_Soil_Carbon_Stocks_across_different_habitats_in_Tidal_Freshwater_Wetlands_in_a_Sub-estuary_of_the_Chesapeake_Bay/13187549,Amr E. Keshta and Stephanie A. Yarwood and Andrew H. Baldwin,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Soil Redox and Hydropattern control Soil Carbon Stocks across different habitats in Tidal Freshwater Wetlands in a Sub-estuary of the Chesapeake Bay,The Smithsonian Institution,2020,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keshta_et_al_2020_a,Keshta_et_al_2020_data,primary,Misc,10.25573/serc.13187549,https://smithsonian.figshare.com/articles/dataset/Dataset_Soil_Redox_and_Hydropattern_control_Soil_Carbon_Stocks_across_different_habitats_in_Tidal_Freshwater_Wetlands_in_a_Sub-estuary_of_the_Chesapeake_Bay/13187549,Amr E. Keshta and Stephanie A. Yarwood and Andrew H. Baldwin,"50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, FOS: Agriculture, forestry and fisheries, Soil Science",Dataset: Soil Redox and Hydropattern control Soil Carbon Stocks across different habitats in Tidal Freshwater Wetlands in a Sub-estuary of the Chesapeake Bay,The Smithsonian Institution,2020,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keshta_et_al_2020_b,Keshta_et_al_2017_article,associated,PhdThesis,10.13016/M2S756M71,https://drum.lib.umd.edu/handle/1903/20335,Amr E. Keshta and Stephanie A. Yarwood and Andrew H. Baldwin,NA,"HYDROLOGY, SOIL REDOX, AND PORE-WATER IRON REGULATE CARBON CYCLING IN NATURAL AND RESTORED TIDAL FRESHWATER WETLANDS IN THE CHESAPEAKE BAY, MARYLAND, USA",NA,2017,NA,NA,NA,NA,NA,NA,University of Maryland,NA,NA,NA,NA,NA
Keshta_et_al_2020_a,Keshta_et_al_2017_article,associated,PhdThesis,10.13016/M2S756M71,https://drum.lib.umd.edu/handle/1903/20335,Amr E. Keshta and Stephanie A. Yarwood and Andrew H. Baldwin,NA,"HYDROLOGY, SOIL REDOX, AND PORE-WATER IRON REGULATE CARBON CYCLING IN NATURAL AND RESTORED TIDAL FRESHWATER WETLANDS IN THE CHESAPEAKE BAY, MARYLAND, USA",NA,2017,NA,NA,NA,NA,NA,NA,University of Maryland,NA,NA,NA,NA,NA
Kemp_et_al_2020,Kemp_et_al_2012_article,associated,Article,10.1016/j.quageo.2012.05.004,https://doi.org/10.1016/j.quageo.2012.05.004,Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina,NA,Use of lead isotopes for developing chronologies in recent salt-marsh sediments,Elsevier {BV},2012,NA,oct,12,NA,40--49,Quaternary Geochronology,NA,NA,NA,NA,NA,NA
Kemp_et_al_2020,Kemp_et_al_2020_data,primary,Misc,10.25573/serc.11569419,NA,Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina,NA,Dataset: Use of lead isotopes for developing chronologies in recent salt-marsh sediments,The Smithsonian Institution,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Kauffman_et_al_2020_data,primary,Misc,10.25573/serc.12640172,https://smithsonian.figshare.com/articles/dataset/Dataset_Carbon_stocks_in_seagrass_meadows_emergent_marshes_and_forested_tidal_swamps_of_the_Pacific_Northwest/12640172,{J. Boone Kauffman} and Leila Giovannoni and James Kelly and Nicholas Dunstan and Amy Borde and {Heida Diefenderfer} and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries, FOS: Agriculture, forestry and fisheries","Dataset: Carbon stocks in seagrass meadows, emergent marshes, and forested tidal swamps of the Pacific Northwest",The Smithsonian Institution,2020,Creative Commons Attribution 4.0 International,aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
