"study_id","site_id","core_id","sample_id","representative_depth_min","representative_depth_max","dry_bulk_density","fraction_carbon","depth_interval_notes"
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-5",71,96,NA,0.0021,NA
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-6",96,107,NA,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737","NWCA11-2591-1-11-TX-057-005-7",107,135,NA,0.0016,NA
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-1",0,16,0.26,0.0996,NA
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-2",16,36,0.38,0.0865,NA
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-3",36,54,0.74,0.0124,NA
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-5",54,77,NA,0.008,"Rock fragments are crushed shells"
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-6",77,97,NA,0.0036,"Rock fragments are crushed shells"
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-7",97,114,NA,0.0072,NA
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738","NWCA11-2593-1-11-TX-071-010-8",114,122,NA,0.0097,"Rock fragments are crushed shells"
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746","NWCA11-2632-1-11-VA-001-001-1",0,13,0.05,0.2487,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746","NWCA11-2632-1-11-VA-001-001-2",13,29,0.26,0.1122,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746","NWCA11-2632-1-11-VA-001-001-3",29,44,0.32,0.008,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746","NWCA11-2632-1-11-VA-001-001-4",44,75,0.35,0.006,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746","NWCA11-2632-1-11-VA-001-001-5",75,90,NA,0.0016,NA
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746","NWCA11-2632-1-11-VA-001-001-6",90,120,NA,0.0015,NA
"Nahlik_and_Fennessy_2016","NWCA11-2642","NWCA11-2642-5748","NWCA11-2642-1-11-VA-001-004-1",0,15,0.37,0.1964,NA
"Nahlik_and_Fennessy_2016","NWCA11-2642","NWCA11-2642-5748","NWCA11-2642-1-11-VA-001-004-2",15,40,1.38,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-2642","NWCA11-2642-5748","NWCA11-2642-1-11-VA-001-004-3",40,75,1.15,0.013,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2655","NWCA11-2655-5750","NWCA11-2655-1-11-VA-001-008-1",0,24,0.12,0.3485,"1cm layer of muck on top of oe horizon"
"Nahlik_and_Fennessy_2016","NWCA11-2655","NWCA11-2655-5750","NWCA11-2655-1-11-VA-001-008-2",24,38,1.55,0.0023,NA
"Nahlik_and_Fennessy_2016","NWCA11-2655","NWCA11-2655-5750","NWCA11-2655-1-11-VA-001-008-4",38,54,NA,0.0035,NA
"Nahlik_and_Fennessy_2016","NWCA11-2655","NWCA11-2655-5750","NWCA11-2655-1-11-VA-001-008-5",54,65,NA,0.0036,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-1",0,16,0.25,0.1778,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-2",16,25,0.38,0.1449,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-4",25,47,1.33,0.0175,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-5",47,75,1.37,0.0059,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-6",75,95,NA,0.0037,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-7",95,112,NA,0.0021,NA
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752","NWCA11-2658-1-11-VA-115-004-8",112,125,NA,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-1",0,26,0.02,0.2135,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-2",26,44,0.02,0.1682,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-3",44,59,0.02,0.1766,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-4",59,73,NA,0.2433,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-5",73,100,NA,0.3357,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-6",100,110,NA,0.0297,NA
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753","NWCA11-2660-1-11-VA-001-009-7",110,120,NA,0.0084,NA
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754","NWCA11-2665-1-11-VA-115-005-1",0,10,1.04,0.186,NA
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754","NWCA11-2665-1-11-VA-115-005-2",10,20,2.36,0.0071,NA
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754","NWCA11-2665-1-11-VA-115-005-3",20,58,NA,0.0074,NA
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754","NWCA11-2665-1-11-VA-115-005-4",58,92,NA,0.0014,NA
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754","NWCA11-2665-1-11-VA-115-005-5",92,105,NA,0.0012,NA
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754","NWCA11-2665-1-11-VA-115-005-6",105,125,NA,0.0012,NA
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755","NWCA11-2667-1-11-VA-115-006-1",0,19,0.16,0.2067,NA
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755","NWCA11-2667-1-11-VA-115-006-2",19,37,1.26,0.0195,NA
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755","NWCA11-2667-1-11-VA-115-006-3",37,49,1.2,0.0205,NA
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755","NWCA11-2667-1-11-VA-115-006-4",49,81,1.89,0.0045,NA
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755","NWCA11-2667-1-11-VA-115-006-5",81,101,NA,0.0018,NA
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755","NWCA11-2667-1-11-VA-115-006-6",101,123,NA,0.0029,NA
"Nahlik_and_Fennessy_2016","NWCA11-2673","NWCA11-2673-5761","NWCA11-2673-1-11-VA-131-001-1",0,23,0.63,0.024,NA
"Nahlik_and_Fennessy_2016","NWCA11-2673","NWCA11-2673-5761","NWCA11-2673-1-11-VA-131-001-2",23,51,0.61,0.0215,NA
"Nahlik_and_Fennessy_2016","NWCA11-2673","NWCA11-2673-5761","NWCA11-2673-1-11-VA-131-001-3",51,60,0.74,0.0161,NA
"Nahlik_and_Fennessy_2016","NWCA11-2673","NWCA11-2673-5761","NWCA11-2673-1-11-VA-131-001-4",60,80,NA,0.0204,NA
"Nahlik_and_Fennessy_2016","NWCA11-2908","NWCA11-2908-5778","NWCA11-2908-1-11-CA-081-002-1",0,21,0.58,0.0447,NA
"Nahlik_and_Fennessy_2016","NWCA11-2908","NWCA11-2908-5778","NWCA11-2908-1-11-CA-081-002-2",21,59,0.51,0.0282,NA
"Nahlik_and_Fennessy_2016","NWCA11-2908","NWCA11-2908-5778","NWCA11-2908-1-11-CA-081-002-3",59,115,NA,0.0229,"Less organic content than layer above. Could only auger to 115 cm because soil was too wet and loose to pull up with auger."
"Nahlik_and_Fennessy_2016","NWCA11-2910","NWCA11-2910-5779","NWCA11-2910-1-11-CA-095-008-2",0,20,0.84,0.0383,"Clumps of dark organic material"
"Nahlik_and_Fennessy_2016","NWCA11-2910","NWCA11-2910-5779","NWCA11-2910-1-11-CA-095-008-3",20,125,1.09,0.0192,"Stratified layers"
"Nahlik_and_Fennessy_2016","NWCA11-2918","NWCA11-2918-5782","NWCA11-2918-1-11-CA-097-003-1",0,17,0.36,0.0584,NA
"Nahlik_and_Fennessy_2016","NWCA11-2918","NWCA11-2918-5782","NWCA11-2918-1-11-CA-097-003-2",17,100,0.37,0.065,"Gleyed clay mixed in with organic material"
"Nahlik_and_Fennessy_2016","NWCA11-2922","NWCA11-2922-5784","NWCA11-2922-1-11-CA-081-003-1",0,23,0.42,0.0444,NA
"Nahlik_and_Fennessy_2016","NWCA11-2922","NWCA11-2922-5784","NWCA11-2922-1-11-CA-081-003-2",23,80,0.52,0.0278,NA
"Nahlik_and_Fennessy_2016","NWCA11-2922","NWCA11-2922-5784","NWCA11-2922-1-11-CA-081-003-3",80,100,NA,0.0185,"Only able to auger to 100cm because soil was too wet and loose to pull up."
"Nahlik_and_Fennessy_2016","NWCA11-2940","NWCA11-2940-5787","NWCA11-2940-1-11-CA-097-004-1",0,33,0.84,0.0255,NA
"Nahlik_and_Fennessy_2016","NWCA11-2940","NWCA11-2940-5787","NWCA11-2940-1-11-CA-097-004-2",33,69,0.74,0.016,NA
"Nahlik_and_Fennessy_2016","NWCA11-2940","NWCA11-2940-5787","NWCA11-2940-1-11-CA-097-004-3",69,125,NA,0.02,NA
"Nahlik_and_Fennessy_2016","NWCA11-2947","NWCA11-2947-5790","NWCA11-2947-1-11-CA-095-012-1",0,55,0.78,0.0197,"Bulk density collected underwater, 10 length may not be exact"
"Nahlik_and_Fennessy_2016","NWCA11-2947","NWCA11-2947-5790","NWCA11-2947-1-11-CA-095-012-3",55,125,NA,0.0136,NA
"Nahlik_and_Fennessy_2016","NWCA11-2949","NWCA11-2949-5791","NWCA11-2949-1-11-CA-097-005-1",0,12,0.61,0.0017,NA
"Nahlik_and_Fennessy_2016","NWCA11-2949","NWCA11-2949-5791","NWCA11-2949-1-11-CA-097-005-2",12,28,0.6,0.0259,NA
"Nahlik_and_Fennessy_2016","NWCA11-2949","NWCA11-2949-5791","NWCA11-2949-1-11-CA-097-005-3",28,105,0.35,0.0758,"Unable to auger to 125cm because soil is too loose Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-3051","NWCA11-3051-5805","NWCA11-3051-1-11-FL-099-005-1",0,64,1.14,0.0217,NA
"Nahlik_and_Fennessy_2016","NWCA11-3051","NWCA11-3051-5805","NWCA11-3051-1-11-FL-099-005-2",64,100,NA,0.0187,"Feature is carbon concretion"
"Nahlik_and_Fennessy_2016","NWCA11-3062","NWCA11-3062-5807","NWCA11-3062-1-11-FL-021-011-1",0,73,0.16,0.2542,NA
"Nahlik_and_Fennessy_2016","NWCA11-3069","NWCA11-3069-5808","NWCA11-3069-1-11-FL-109-004-1",0,95,0.27,0.1049,"Pit depth limited b/c of pit wall slumpage"
"Nahlik_and_Fennessy_2016","NWCA11-3091","NWCA11-3091-5810","NWCA11-3091-1-11-FL-103-001-1",0,28,0.72,0.0349,NA
"Nahlik_and_Fennessy_2016","NWCA11-3091","NWCA11-3091-5810","NWCA11-3091-1-11-FL-103-001-2",28,74,1.38,0.0056,NA
"Nahlik_and_Fennessy_2016","NWCA11-3091","NWCA11-3091-5810","NWCA11-3091-1-11-FL-103-001-3",74,100,NA,0.0099,"Pits a,b,c had a layer of pure sand underlain by sand with partially decomposed organic matter (horizons 2 and 3)"
"Nahlik_and_Fennessy_2016","NWCA11-3093","NWCA11-3093-5811","NWCA11-3093-1-11-FL-129-006-1",0,15,0.32,0.0922,NA
"Nahlik_and_Fennessy_2016","NWCA11-3093","NWCA11-3093-5811","NWCA11-3093-1-11-FL-129-006-2",15,95,1.15,0.0091,"Unable to pull accurate core past 95cm due to slumping."
"Nahlik_and_Fennessy_2016","NWCA11-3568","NWCA11-3568-5822","NWCA11-3568-1-11-MD-019-012-2",0,22,0.07,0.4072,NA
"Nahlik_and_Fennessy_2016","NWCA11-3568","NWCA11-3568-5822","NWCA11-3568-1-11-MD-019-012-4",22,46,1.61,0.0159,NA
"Nahlik_and_Fennessy_2016","NWCA11-3568","NWCA11-3568-5822","NWCA11-3568-1-11-MD-019-012-5",46,60,1.53,0.0052,NA
"Nahlik_and_Fennessy_2016","NWCA11-3568","NWCA11-3568-5822","NWCA11-3568-1-11-MD-019-012-6",60,84,NA,0.0037,NA
"Nahlik_and_Fennessy_2016","NWCA11-3568","NWCA11-3568-5822","NWCA11-3568-1-11-MD-019-012-7",84,125,NA,0.0023,NA
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823","NWCA11-3581-1-11-MD-039-008-1",0,14,0.11,0.4024,NA
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823","NWCA11-3581-1-11-MD-039-008-2",14,26,0.15,0.3993,NA
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823","NWCA11-3581-1-11-MD-039-008-3",26,34,NA,0.0331,NA
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823","NWCA11-3581-1-11-MD-039-008-4",34,53,1.05,0.0309,NA
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823","NWCA11-3581-1-11-MD-039-008-5",53,83,1.97,0.009,NA
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823","NWCA11-3581-1-11-MD-039-008-6",83,128,NA,0.0035,NA
"Nahlik_and_Fennessy_2016","NWCA11-4706","NWCA11-4706-5855","NWCA11-4706-1-11-CA-097-006-1",0,32,0.73,0.0285,"High clay content"
"Nahlik_and_Fennessy_2016","NWCA11-4706","NWCA11-4706-5855","NWCA11-4706-1-11-CA-097-006-2",32,42,0.69,0.0153,"High clay content"
"Nahlik_and_Fennessy_2016","NWCA11-4706","NWCA11-4706-5855","NWCA11-4706-1-11-CA-097-006-3",42,80,0.69,0.0146,NA
"Nahlik_and_Fennessy_2016","NWCA11-4706","NWCA11-4706-5855","NWCA11-4706-1-11-CA-097-006-4",80,125,NA,0.0176,NA
"Nahlik_and_Fennessy_2016","NWCA11-4713","NWCA11-4713-5858","NWCA11-4713-1-11-CA-095-013-2",0,84,0.91,0.0138,NA
"Nahlik_and_Fennessy_2016","NWCA11-4713","NWCA11-4713-5858","NWCA11-4713-1-11-CA-095-013-3",84,125,NA,0.0117,"Mottles of 10y 4/1 n 30%"
"Nahlik_and_Fennessy_2016","NWCA11-4716","NWCA11-4716-5859","NWCA11-4716-1-11-CA-111-002-1",0,10,0.95,0.025,NA
"Nahlik_and_Fennessy_2016","NWCA11-4716","NWCA11-4716-5859","NWCA11-4716-1-11-CA-111-002-2",10,33,1.23,0.0099,NA
"Nahlik_and_Fennessy_2016","NWCA11-4716","NWCA11-4716-5859","NWCA11-4716-1-11-CA-111-002-3",33,60,1.3,0.0067,NA
"Nahlik_and_Fennessy_2016","NWCA11-4716","NWCA11-4716-5859","NWCA11-4716-1-11-CA-111-002-5",60,125,NA,0.0037,NA
"Nahlik_and_Fennessy_2016","NWCA11-4721","NWCA11-4721-5862","NWCA11-4721-1-11-CA-097-007-2",0,24,0.55,0.0419,NA
"Nahlik_and_Fennessy_2016","NWCA11-4721","NWCA11-4721-5862","NWCA11-4721-1-11-CA-097-007-3",24,65,0.53,0.0382,"20% fibrous organic material"
"Nahlik_and_Fennessy_2016","NWCA11-4721","NWCA11-4721-5862","NWCA11-4721-1-11-CA-097-007-4",65,115,NA,0.0512,NA
