study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,type,issue,issn,eprint,article-number
Cifuentes_et_al_2024_Nicoya,Cifuentes_et_al_2024_Nicoya_data,primary dataset,Misc,"Dataset: Land use dynamics and mitigation potential of the mangroves of the Gulf of Nicoya, Costa Rica",Miguel Cifuentes-Jara and Christian Brenes Pérez and Marilyn Manrow-Villalobos and Danilo Torres,NA,10.25573/SERC.24943866,https://smithsonian.figshare.com/articles/dataset/Dataset_Land_use_dynamics_and_mitigation_potential_of_the_mangroves_of_the_Gulf_of_Nicoya_Costa_Rica/24943866,2024,NA,Smithsonian Environmental Research Center,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_kohkoh_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Koh Kong–2014-15,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00261,http://dx.doi.org/10.17528/CIFOR/DATA.00261,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_preynob_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Prey Nob–2015,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00255,http://dx.doi.org/10.17528/CIFOR/DATA.00255,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2021,MacKenzie_et_al_2021_catanauan_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Catanauan–2014,MacKenzie Richard A and Apwong Maybeleen and Castillo Alan,NA,10.17528/cifor/data.00253,http://dx.doi.org/10.17528/CIFOR/DATA.00253,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_krabi_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Krabi River Estuary-2015,Bukoski Jacob J. and Elwin Angie,NA,10.17528/cifor/data.00218,http://dx.doi.org/10.17528/CIFOR/DATA.00218,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_pak_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Pak Panang Mangrove-2015,Bukoski Jacob J.,NA,10.17528/cifor/data.00242,http://dx.doi.org/10.17528/CIFOR/DATA.00242,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_palian_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Palian River Estuary-2013,MacKenzie Richard A. and Apwong Maybeleen and Purbopuspito Joko and Bukoski Jacob J.,NA,10.17528/cifor/data.00241,http://dx.doi.org/10.17528/CIFOR/DATA.00241,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2021,MacKenzie_et_al_2021_catanauan_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Catanauan–2014,MacKenzie Richard A and Apwong Maybeleen and Castillo Alan,NA,10.17528/cifor/data.00262,http://dx.doi.org/10.17528/CIFOR/DATA.00262,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_kohkoh_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Koh Kong–2014-15,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00265,http://dx.doi.org/10.17528/CIFOR/DATA.00265,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021,Sharma_et_al_2021_preynob_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Prey Nob–2015,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00254,http://dx.doi.org/10.17528/CIFOR/DATA.00254,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_krabi_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Krabi River Estuary-2015,Bukoski Jacob J. and Elwin Angie,NA,10.17528/cifor/data.00240,http://dx.doi.org/10.17528/CIFOR/DATA.00240,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_pak_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Pak Panang Mangrove-2015,Bukoski Jacob J.,NA,10.17528/cifor/data.00239,http://dx.doi.org/10.17528/CIFOR/DATA.00239,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukoski_et_al_2020,Bukoski_et_al_2020_palian_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Palian River Estuary-2013,MacKenzie Richard A. and Apwong Maybeleen and Purbopuspito Joko and Bukoski Jacob J.,NA,10.17528/cifor/data.00238,http://dx.doi.org/10.17528/CIFOR/DATA.00238,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,SWAMP_Data_Soil_carbon_Barreto_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Barreto-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00169,http://dx.doi.org/10.17528/cifor/data.00169,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Barreto-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Barreto_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Salina_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Acarau_Boca_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Caete_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Cauassu_Leste_Shrimp_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Cauassu_Oeste_Shrimp_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Cumbe_Leste_Camaro_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Cumbe_norte_Camarao_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Furo_de_Chato_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Porto_Ceu_Shrimp_2016_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,Kauffman_et_al_2018_article,associated source,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,NA,10.1098/rsbl.2018.0208,http://dx.doi.org/10.1098/rsbl.2018.0208,2018,sep,The Royal Society,14,9,20180208,Biology Letters,NA,NA,NA,NA,NA,NA,NA,NA,1744-957X,NA,NA
SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Boca Grande-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00162,http://dx.doi.org/10.17528/cifor/data.00162,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Boca Grande-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,SWAMP_Data_Soil_carbon_Caetano_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Caetano-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00163,http://dx.doi.org/10.17528/cifor/data.00163,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Caetano-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00167,http://dx.doi.org/10.17528/cifor/data.00167,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00168,http://dx.doi.org/10.17528/cifor/data.00168,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
