"study_id","site_id","plot_id","plot_area","plot_shape","plot_center_latitude","plot_center_longitude","plot_radius","year","month","day","field_or_manipulation_code","habitat","dominant_species","plant_plot_detail_present","soil_core_present","latitude","longitude","position_method","max_soil_depth_reporting","plot_notes","ecosystem_type","protection_status","protection_notes","ecosystem_health","salinity","plant_count","plot_soil_carbon_total","plot_soil_carbon_100cm","plot_plant_carbon","salinity_class","salinity_method","vegetation_class","coordinates_obscured_flag","land_use_class","land_use_status","plot_basal_density","position_notes","debris_carbon","understory_carbon","soil_carbon_100cm","soil_carbon_300cm","aboveground_plant_carbon","belowground_plant_carbon","method_id","plot_sapling_area","site_notes","position_accuracy","disturbance_notes","disturbance_year","ecosystem_condition","disturbance_class","ecotype","basal_area","harvest_or_allometry","coordinate_obscured_flag","stand_age","aboveground_biomass","belowground_biomass","aboveground_carbon","belowground_carbon","basal_area_unit"
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_1_3",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182674","-88.659092","handheld","117","did plot 3 last (accidentally skipped), dwarf red mangrove, 3 in standing water, average height of trees = 3/4 m, leaves are green but eaten, oxygen stress","caye","Protected","Port Honduras Marine Reserve","healthy","26","73","305.5517566","277.7767206","54.47392539","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_1_4",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182715","-88.659314","handheld","134","taller dwarf red, muddy, swampy, eaten leaves, trees aren't very healthy, lots of detritus, dense","caye","Protected","Port Honduras Marine Reserve","healthy","30","36","385.1483381","241.8852002","65.59921686","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_1_5",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182778","-88.659524","handheld","57","dwarf red mangroves, 1-2 in standing water, leaf litter, oxygen stress on roots, leaves are being eaten","caye","Protected","Port Honduras Marine Reserve","healthy","30","46","129.8977931","129.8977931","74.04834531","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_1_6",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182853","-88.659754","handheld","84","dwarf red mangroves (dense), oxygen stress on roots, leaf damage, 1 in standing water","caye","Protected","Port Honduras Marine Reserve","healthy","25","74","232.2600527","232.2600527","59.08358903","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_2_1",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.18206","-88.6565","handheld","69","medium dwarf red mangroves, standing water 15cm, trees get smaller away from channel","caye","Protected","Port Honduras Marine Reserve","healthy","31","36","260.7913907","260.7913907","28.99686913","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_2_2",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182147","-88.656372","handheld","71.5","dwarf red mangroves, standing water 15cm","caye","Protected","Port Honduras Marine Reserve","healthy","32","46","251.1403906","251.1403906","34.71769148","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_2_3",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.18223","-88.65619","handheld","72","dwarf red mangrove, 10cm standing water","caye","Protected","Port Honduras Marine Reserve","healthy","31","44","202.1208539","202.1208539","47.78443711","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_2_4",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182337","-88.65605","handheld","82","50-60cm tall red dwarf mangroves, 70% cover, very soft ground, standing water 10cm","caye","Protected","Port Honduras Marine Reserve","healthy","31","34","237.6036267","237.6036267","32.3384326","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_2_5",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.182404","-88.65589","handheld","99","dwarf red mangrove, 10cm standing water","caye","Protected","Port Honduras Marine Reserve","healthy","32","44","265.6120404","265.6120404","37.41175234","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Frenchman Caye","Frenchman Caye_2_6",NA,"circular",NA,NA,NA,"2021","9","15","field","mangrove","Rhizophora mangle","TRUE","TRUE","16.18248","-88.6557","handheld","79","dwarf red mangrove, 5cm standing water","caye","Protected","Port Honduras Marine Reserve","healthy","30","44","266.6115187","266.6115187","23.00513848","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_1_1",NA,"circular",NA,NA,NA,"2022","3","10","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28784","-87.81606","handheld","185","dense red mangroves, visible fallen leaves, moist but sturdy ground, no standing water","caye","Protected","Turneffe Atoll Marine Reserve","healthy","39","36","602.748317","456.830743","85.52424115","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_1_2",NA,"circular",NA,NA,NA,"2022","3","10","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28762","-87.81593","handheld","123","less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy","caye","Protected","Turneffe Atoll Marine Reserve","healthy","39","23","601.4918574","601.4918574","55.96112238","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_1_3",NA,"circular",NA,NA,NA,"2022","3","10","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28742","-87.81583","handheld","169","less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy","caye","Protected","Turneffe Atoll Marine Reserve","healthy","29","35","672.1861404","474.2095133","54.81419538","polyhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_1_4",NA,"circular",NA,NA,NA,"2022","3","10","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28723","-87.8256","handheld","154","less dense, more red and some black mangroves, less detritus, standing water, healthy leaves, 1 white mangrove, solid ground, no smell","caye","Protected","Turneffe Atoll Marine Reserve","healthy","36","37","611.5228417","410.0655381","50.06780678","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_1_5",NA,"circular",NA,NA,NA,"2022","3","10","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28708","-87.81558","handheld","147","less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, short, dense canopy","caye","Protected","Turneffe Atoll Marine Reserve","healthy","39","29","632.8654116","443.4269529","64.73946986","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_1_6",NA,"circular",NA,NA,NA,"2022","3","10","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28686","-87.81546","handheld","131","less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy, no smell, some fruit","caye","Protected","Turneffe Atoll Marine Reserve","healthy","41","30","640.8467289","516.1441395","44.75877936","saline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_2_1",NA,"circular",NA,NA,NA,"2022","3","11","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28646","-87.81233","handheld","145","densely packed red mangrove, standing water, 2m height trees, lots of seedlings","caye","Protected","Turneffe Atoll Marine Reserve","healthy","39","63","662.7793181","585.8119248","71.73576989","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_2_2",NA,"circular",NA,NA,NA,"2022","3","11","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28622","-87.81233","handheld","153","some black mangrove present, standing water, dense, shorter trees ~1.2m, healthy but with human impact, clearing @ 20m on transect, lots of seedlings","caye","Protected","Turneffe Atoll Marine Reserve","healthy","40","64","591.702977","467.9345974","57.16551893","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_2_3",NA,"circular",NA,NA,NA,"2022","3","11","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.286","-87.81233","handheld","140","some black mangrove present, standing water, dense, taller trees ~2.3m, healthy, lots of seedlings","caye","Protected","Turneffe Atoll Marine Reserve","healthy","41","27","597.8423109","512.4627505","46.8811564","saline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_2_4",NA,"circular",NA,NA,NA,"2022","3","11","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28576","-87.81232","handheld","193","some black & white mangrove present, standing water, dense, taller trees ~2.3m, healthy, lots of seedlings","caye","Protected","Turneffe Atoll Marine Reserve","healthy","42","39","719.7232635","569.5868384","79.90998467","saline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_2_5",NA,"circular",NA,NA,NA,"2022","3","11","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28556","-87.81233","handheld","145","high prop roots, dense red, sparse black, standing water, dead white mangroves present, avg height 2.5m","caye","Protected","Turneffe Atoll Marine Reserve","healthy","35","45","703.2492003","505.6590135","81.03895387","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Turneffe Atoll","Turneffe Atoll_2_6",NA,"circular",NA,NA,NA,"2022","3","11","field","mangrove","Rhizophora mangle","TRUE","TRUE","17.28534","-87.8123","handheld","210","less dense, more black mangrove, ~2cm standing water, lots of seedlings, healthy leaves, fruits on trees","caye","Protected","Turneffe Atoll Marine Reserve","healthy","38","68","895.5343427","588.0469097","97.0722995","mixoeuhaline","measurement","forested","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_S_1",NA,"circular",NA,NA,NA,"2021","9","10","field","seagrass","Thalassia testudinum, Syringodium filiforme","TRUE","TRUE","16.644835","-88.16455","handheld","80","Offshore of mangrove transect at Channel Caye",NA,"Protected","South Water Caye Marine Reserve","healthy","33",NA,NA,NA,NA,"mixoeuhaline","measurement","seagrass","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrissette_et_al_2023","Channel Caye","Channel Caye_S_2",NA,"circular",NA,NA,NA,"2021","9","10","field","seagrass","Thalassia testudinum, Syringodium filiforme","TRUE","TRUE","16.644791","-88.164332","handheld","58","Offshore of mangrove transect at Channel Caye",NA,"Protected","South Water Caye Marine Reserve","healthy","33",NA,NA,NA,NA,"mixoeuhaline","measurement","seagrass","not obscured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.25298477595526","-85.24869036819523","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.5348835147401",NA,NA,NA,NA,"natural",NA,"4.3258673476666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.25315845728881","-85.24854438327802","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203.0561319267126",NA,NA,NA,NA,"natural",NA,"46.6903571507127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.25333213857375","-85.24839839820515","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114.41595760952191",NA,NA,NA,NA,"natural",NA,"27.2395918413177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.253505819810066","-85.24825241297667","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.899208323937",NA,NA,NA,NA,"natural",NA,"1.30612244919935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.253679500997768","-85.24810642759255","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"215.145964883943",NA,NA,NA,NA,"natural",NA,"39.2943877617133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.253853182136838","-85.24796044205277","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.1905094538377",NA,NA,NA,NA,"natural",NA,"8.87984694026953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.177661732303662","-85.14309627750517","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_2",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.177661732303662","-85.14309627750517","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_3",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.177661732303662","-85.14309627750517","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.172186453095785","-85.15767652623805","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_2",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.172186453095785","-85.15767652623805","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_3",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.172186453095785","-85.15767652623805","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.178700705461656","-85.15869463068648","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_2",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.178700705461656","-85.15869463068648","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_3",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.178700705461656","-85.15869463068648","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.177621759893476","-85.13118797382789","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","inactive","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_2",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.177621759893476","-85.13118797382789","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","inactive","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_3",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.177621759893476","-85.13118797382789","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","inactive","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.175411899471","-85.13236643766851","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_2",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.175411899471","-85.13236643766851","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_3",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.175411899471","-85.13236643766851","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"shrimp pond","active","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"mangrove",NA,NA,NA,"10.165461146801222","-85.1463881303272","handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.0891292693708",NA,NA,NA,NA,"natural",NA,"10.1439795935434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
