study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Lee_et_al_2005,Seungbong_Island,NA,37.15,37.15,126.2833,126.2833,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fourqurean_and_Kendrick_unpublished,Shark_Bay,NA,-25.718145,-26.026965,114.26608599999999,113.894974,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Sicily,NA,36.71183333,36.71183333,15.14066667,15.14066667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Sounion,NA,37.686743337,37.363023333,23.992316663,23.542516666999997,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Spain,NA,38.4208,38.4208,-0.3477,-0.3477,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Lewis_et_al_2007,St_Joseph_Bay,NA,29.868,29.868,-85.366,-85.366,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,NA,30.174300000000002,30.0867,-85.6105,-85.7365,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Calleja_et_al_2007,Sta_Maria_,NA,39.15116667,39.15116667,2.948666667,2.948666667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,Tabarca_North,NA,38.167,38.167,-0.476,-0.476,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_et_al_1997,Tabarca_South,NA,38.162,38.162,-0.473,-0.473,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Talamanca,NA,38.9118,38.9118,1.4583,1.4583,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Povidisa_and_Delefosse_unpublished,Thailand,NA,7.50765,7.50765,99.3033,99.3033,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Thau_lagoon,NA,43.423,43.423,3.643,3.643,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Borg_et_al_2010,Thomas_Bay,NA,35.51,35.51,14.33,14.33,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,NA,7.31625,7.18325,99.57376666666666,99.38056666666667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Vejle_Fjord,NA,55.64,55.64,9.87,9.87,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Venice_lagoon,NA,45.233,45.233,12.26,12.26,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mateo_unpublished,Villajoyosa,NA,38.504,38.504,-0.226,-0.226,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
McGlathery_et_al_2012,Virginia_Coastal_Bays,NA,37.2750858,37.2359322,-75.807667734,-75.86603820600001,NA,NA,NA,unvegetated,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,NA,-32.15,-32.15,152.28,152.28,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Fourqurean_and_Kendrick_unpublished,Western_Australia,NA,-31.989966666666668,-31.989966666666668,116.91666666666667,116.91666666666667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Borg_et_al_2010,White_Rocks,NA,35.56,35.56,14.28,14.28,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Mellors_et_al_2002,Windy_Point,NA,-19.784300000000002,-19.784300000000002,147.7543,147.7543,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Holmer_et_al_2007,Woodman_Point,NA,-32.13566667,-32.13566667,115.7405,115.7405,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Larned_2003,Yaquina_Bay_Oregon,NA,44.620625,44.598125,-123.99692166666667,-124.03386166666667,NA,NA,NA,seagrass,NA,NA,NA,NA,NA
Fell_et_al_2021,GTMNERRSouthern,We examined soil carbon storage in 2018 for a salt mangrove-marsh ecotone along the northeastern coast of Florida near St. Augustine. We established (12) 1.5m^2 PVC chamber plots with mangroves of similar size/age and (12) with only salt marsh grasses. Southern site contains the highest level and most established mangrove population among the 3 sites. This site has larger sized mangroves with an average mangrove age of 7.4 years.,29.7276472,29.7270194,-81.23975556,-81.240569,saline,measurement,NA,scrub shrub,field observation,NA,low,field observation,NA
Fell_et_al_2021,GTMNERRMiddle,We examined soil carbon storage in 2018 for a salt mangrove-marsh ecotone along the northeastern coast of Florida near St. Augustine. We established (12) 1.5m^2 PVC chamber plots with mangroves of similar size/age and (12) with only salt marsh grasses. Middle site contains an intermediate level of mangroves compared with the other sides.,29.83637222222222,29.002319444444446,-81.29475833,-81.295289,saline,measurement,NA,emergent,field observation,NA,low,field observation,NA
Fell_et_al_2021,GTMNERRNorthern,We examined soil carbon storage in 2018 for a salt marsh-mangrove ecotone along the northeastern coast of Florida near St. Augustine. We established (12) 1.5m^2 PVC chamber plots with mangroves of similar size/age and (12) with only salt marsh grasses. Northern contains the lowest level of mangroves with an average mangrove age around 7.3 years.,30.0120361,30.0111778,-81.343925,-81.34465,estuarine,measurement,NA,emergent,field observation,NA,low,field observation,NA
Drexler_et_al_2019,Animal_Slough,NA,47.096953,47.092957000000006,-122.698335,-122.701155,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA
Drexler_et_al_2019,Six_Gill_Slough,NA,47.09329700000001,47.088652999999994,-122.706336,-122.70914400000001,polyhaline,NA,NA,emergent,NA,NA,NA,NA,NA
Doughty_et_al_2016,KCSC-20C,NA,28.581994899999998,28.579332100000002,-80.6701826,-80.6742794,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,MIPineIsland,NA,28.4908287,28.4902083,-80.7228217,-80.7234853,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,MIT-9N,NA,28.7098023,28.7090787,-80.7380332,-80.7390388,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doughty_et_al_2016,MIT-9S,NA,28.708249600000002,28.707894399999997,-80.73795059999999,-80.7382314,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Brown_Island,Tidal brackish wetland in San Francisco Bay estuary,38.0389351,38.035741900000005,-121.857584,-121.86944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,"Saline, natural wetland in San Francisco Bay estuary",38.0160551,38.0079299,-122.4836572,-122.5017748,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Restored salt marsh in San Francisco Bay estuary,37.6417974,37.6320126,-122.1479458,-122.1519442,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,"Saline, natural wetland in San Francisco Bay estuary",38.1998057,38.1853373,-122.3185862,-122.3263358,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Muzzi,Restored salt marsh in San Francisco Bay estuary,37.9298808,37.9261392,-122.5030651,-122.5096279,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Petaluma_River,"Saline, natural wetland in San Francisco Bay estuary",38.1818061,38.1566769,-122.5419045,-122.5555665,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Rush_Ranch,Tidal brackish wetland in San Francisco Bay estuary,38.2037069,38.1882521,-122.0091553,-122.0421757,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Whale's_Tail,"Saline, 100 year old wetland in San Francisco Bay estuary",37.6016588,37.5864812,-122.1414779,-122.1459311,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belshe_et_al_2019,EP,"Es Port Bay is located on the island of Cabrera, which is the largest island in the Cabrera Archipelage, located a few kilometers south of Mallorca (Balearic Islands, western Mediterranean). A soil core was collected at 5 m water depth within a Posidonia oceanica meadow",39.14496,39.14496,2.93326,2.93326,NA,NA,NA,NA,NA,NA,NA,NA,site is subtidal and fully submerged
Belshe_et_al_2019,SM,"Santa Maria Bay is located on the island of Cabrera, which is the largest island in the Cabrera Archipelage, located a few kilometers south of Mallorca (Balearic Islands, western Mediterranean). Soil cores were collected at 5, 10, 15 and 25 m water depth within a Posidonia oceanica meadow",39.15364,39.1498,2.9495410000000004,2.9453289999999996,NA,NA,NA,NA,NA,NA,NA,NA,site is subtidal and fully submerged
Beers_et_al_2023,Anchor_River,Anchor River; minimally disturbed tidal wetland,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,field observation,emergent,mid,field observation,mid to high marsh
Beers_et_al_2023,Beluga_Marsh,Beluga Marsh; minimally disturbed tidal wetland,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,field observation,emergent,mid,field observation,mid to high marsh
Beers_et_al_2023,Carrie_Bow_Cay,Carrie Bow Cay; seagrass bed on coral base,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,seagrass,field observation,seagrass,low,field observation,approx 7 m below water level
Beers_et_al_2023,China_Camp,China Camp; minimally disturbed tidal wetland,NA,NA,NA,NA,polyhaline,measurement,refractometer,scrub shrub,field observation,shrub,high,field observation,mostly mid to high marsh with narrow fringing low marsh
Beers_et_al_2023,China_Poot,China Poot; minimally disturbed tidal wetland,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,field observation,emergent,mid,field observation,mid to high marsh
Beers_et_al_2023,Coon_Island,Coon Island; minimally disturbed tidal wetland,NA,NA,NA,NA,mesohaline,measurement,refractometer,scrub shrub,field observation,shrub & emergent,high,field observation,mostly mid to high marsh with narrow fringing low marsh
Beers_et_al_2023,GCREW,GCREW; minimally disturbed tidal wetland,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,field observation,emergent & shrub,mid,field observation,high marsh
Beers_et_al_2023,Indian_River_Lagoon,Indian River Lagoon; fringe mangrove,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,forested,field observation,forested,low,field observation,Rhizophora mangle along fringe (~10-15m wide); other species behind
Beers_et_al_2023,Indian_River_Lagoon,Indian River Lagoon; seagrass bed,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,seagrass,field observation,seagrass,low,field observation,approx 1 m below waterlevel
Beers_et_al_2023,Isla Cristobal,Isla Cristóbal; fringe mangrove,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,scrub shrub,field observation,shrub,low,field observation,mix of fringe & dwarf mangroves
Beers_et_al_2023,Isla_Colon,Isla Colón; seagrass bed,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,seagrass,field observation,seagrass,low,field observation,approx 2 m below waterlevel
Beers_et_al_2023,Isla_Popa,Isla Popa; fringe mangrove,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,scrub shrub,field observation,shrub,low,field observation,mix of fringe & dwarf mangroves
Beers_et_al_2023,Isla_Popa,Isla Popa; seagrass bed,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,seagrass,field observation,seagrass,low,field observation,approx 2 m below waterlevel
Beers_et_al_2023,Isla_Solarte,Isla Solarte; fringe mangrove,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,scrub shrub,field observation,shrub,low,field observation,mix of fringe & dwarf mangroves
Beers_et_al_2023,Pt_Molate,Pt Molate; seagrass bed,NA,NA,NA,NA,polyhaline,measurement,refractometer,seagrass,field observation,seagrass,low,field observation,very rocky
Beers_et_al_2023,Rush_Ranch,Rush Ranch; minimally disturbed tidal wetland,NA,NA,NA,NA,mesohaline,measurement,refractometer,emergent,field observation,emergent & shrub,mid,field observation,mostly mid to high marsh with narrow fringing low marsh
Beers_et_al_2023,Twin_Cays,Twin Cays; mangrove island,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,scrub shrub,field observation,shrub,low,field observation,mix of fringe & dwarf mangroves
Beers_et_al_2023,Twin_Cays,Twin Cays; seagrass bed,NA,NA,NA,NA,mixoeuhaline,measurement,refractometer,seagrass,field observation,seagrass,low,field observation,approx 1 m below waterlevel
Beers_et_al_2023,Wachapreague,Wachapreague; minimally disturbed tidal wetland,NA,NA,NA,NA,polyhaline,measurement,refractometer,emergent,field observation,emergent,NA,field observation,2 islands were sampled: one all low marsh and one mid/high marsh
