study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issn,eprint,article-number
Nyman_et_al_1993,Nyman_et_al_1993_article,synthesis source,Article,Relationship between vegetation and soil formation in a rapidly submerging coastal marsh,JA Nyman and RD DeLaune and HH Roberts and WH Patrick,NA,10.3354/meps096269,https://doi.org/10.3354/meps096269,1993,NA,Inter-Research Science Center,96,NA,269--279,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRMS_2015,CRMS_2015_misc,synthesis source,Misc,CRMS Soil Properties,Coastal Protection and Restoration Authority,NA,NA,https://cims.coastal.louisiana.gov,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merrill_1999,Merrill_1999_phdthesis,synthesis source,PhdThesis,Tidal Freshwater Marshes as Nutrient Sinks: Particulate Nutrient Burial and Denitrification,J Z Merrill,"University of Maryland, College Park",NA,https://elibrary.ru/item.asp?id=5305392,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nuttle_1996,Nuttle_1996_book,synthesis source,Book,Tidal Freshwater Marshes as Nutrient Sinks: Particulate Nutrient Burial and Denitrification,William Nuttle,NA,NA,NA,1996,NA,Environmental Data Initiative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamzeh_and_lahijani_2022,Hamzeh_and_lahijani_2022_data,primary dataset,Misc,"Soil and Vegetative Carbon Sequestration in Khuran Estuary Mangroves, Strait of Hormoz, During the Last 18 Centuries","Hamzeh, M. A.; Lahijani, H. A.",NA,10.1007/s12237-021-01037-7,https://doi.org/10.1007/s12237-021-01037-7,2022,jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
Gonneea_et_al_2018,Gonneea_et_al_2018_data,primary dataset,Misc,"Collection, analysis, and age-dating of sediment cores from salt marshes on the south shore of Cape Cod, Massachusetts, from 2013 through 2014","Meagan E. Gonneea and Kevin D. Kroeger and {, O&Amp}",NA,10.5066/F7H41QPP,https://www.sciencebase.gov/catalog/item/5a748e35e4b00f54eb19f96c,2018,NA,U.S. Geological Survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Githaiga_et_al_2017,Githaiga_et_al_2017_data,primary dataset,Misc,"Carbon storage in the seagrass meadows of Gazi Bay, Kenya","Githaiga, Michael N.; Kairo, James G.; Gilpin, Linda; Huxham, Mark",NA,10.1371/journal.pone.0177001,https://doi.org/10.1371/journal.pone.0177001,2017,may,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
Giblin_and_Forbrich_2018,Giblin_and_Forbrich_2018_data,primary dataset,Misc,"PIE LTER high marsh sediment chemistry and activity measurements, Nelson Island Creek marsh, Rowley, MA",Anne Giblin and Inke Forbrich and {Plum Island Ecosystems LTER},NA,10.6073/PASTA/D1D5CBF87602CCF51DE30B87B8E46D01,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-pie.427.1,2018,NA,Environmental Data Initiative,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA
Giblin_and_Forbrich_2018,Giblin_and_Forbrich_2018_article,associated source,Article,Constraining Marsh Carbon Budgets Using Long-Term C Burial and Contemporary Atmospheric CO2 Fluxes,I. Forbrich and A. E. Giblin and C. S. Hopkinson,NA,https://doi.org/10.1002/2017JG004336,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1002/2017JG004336,2018,NA,NA,123,3,867-878,Journal of Geophysical Research: Biogeosciences,NA,NA,NA,NA,NA,NA,NA,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2017JG004336,NA
Gerlach_et_al_2017,Gerlach_et_al_2017_article,associated source,Article,Reconstructing Common Era relative sea-level change on the Gulf Coast of Florida,Matthew J. Gerlach and Simon E. Engelhart and Andrew C. Kemp and Ryan P. Moyer and Joseph M. Smoak and Christopher E. Bernhardt and Niamh Cahill,NA,10.1016/j.margeo.2017.07.001,https://doi.org/10.1016/j.margeo.2017.07.001,2017,aug,Elsevier {BV},390,NA,254--269,Marine Geology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abed-Navandi_and_Dworschak_2005,Abed-Navandi_and_Dworschak_2005_article,synthesis source,Article,Food sources of tropical thalassinidean shrimps: a stable-isotope study,D Abed-Navandi and PC Dworschak,NA,10.3354/meps291159,https://doi.org/10.3354/meps291159,2005,NA,Inter-Research Science Center,291,NA,159--168,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agawin_et_al_1996,Agawin_et_al_1996_article,synthesis source,Article,"Nutrient limitation of Philippine seagrasses (Cape Bolinao, {NW} Philippines):in situ experimental evidence",NSR Agawin and CM Duarte and MD Fortes,NA,10.3354/meps138233,https://doi.org/10.3354/meps138233,1996,NA,Inter-Research Science Center,138,NA,233--243,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agawin_et_al_1996,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_article,synthesis source,Article,Ecological and geochemical characteristics of bottom habitats at the northern Jordanian coast of the Gulf of Aqaba,S. A. Al-rousan and M. Y. Rasheed and M. A. Khalaf and M. I. Badran,NA,10.1080/02757540500211277,https://doi.org/10.1080/02757540500211277,2005,aug,Informa {UK} Limited,21,4,227--239,Chemistry and Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Al-Rousan_et_al_2005,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2008,Alongi_et_al_2008_article_may,synthesis source,Article,"Benthic microbial metabolism in seagrass meadows along a carbonate gradient in Sulawesi, Indonesia",DM Alongi and LA Trott and MC Undu and F Tirendi,NA,10.3354/ame01191,https://doi.org/10.3354/ame01191,2008,may,Inter-Research Science Center,51,NA,141--152,Aquatic Microbial Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alongi_et_al_2008,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon_and_Herndl_1991,Amon_and_Herndl_1991_article,synthesis source,Article,Deposit Feeding and Sediment:.,Rainer M. W. Amon and Gerhard J. Herndl,NA,10.1111/j.1439-0485.1991.tb00250.x,https://doi.org/10.1111/j.1439-0485.1991.tb00250.x,1991,jun,Wiley,12,2,163--174,Marine Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon_and_Herndl_1991,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apostolaki_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Barron_et_al_2004_article,synthesis source,Article,"Community metabolism and carbon budget along a gradient of seagrass
		(Cymodocea nodosa
		) colonization",Cristina BarrÃ³n and NÃ¹ria Mar é and Jorge Terrados and Hilary Kennedy and Carlos M. Duarte,NA,10.4319/lo.2004.49.5.1642,https://doi.org/10.4319/lo.2004.49.5.1642,2004,sep,Wiley,49,5,1642--1651,Limnology and Oceanography,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barron_et_al_2004,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borg_et_al_2010,Borg_et_al_2010_article,synthesis source,Article,Spatial variation in the composition of motile macroinvertebrate assemblages associated with two bed types of the seagrass Posidonia oceanica,JA Borg and AA Rowden and MJ Attrill and PJ Schembri and MB Jones,NA,10.3354/meps08534,https://doi.org/10.3354/meps08534,2010,may,Inter-Research Science Center,406,NA,91--104,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borg_et_al_2010,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boschker_et_al_2000,Boschker_et_al_2000_article,synthesis source,Article,Limited coupling of macrophyte production and bacterial carbon cycling in the sediments of Zostera spp. meadows,HTS Boschker and A Wielemaker and BEM Schaub and M Holmer,NA,10.3354/meps203181,https://doi.org/10.3354/meps203181,2000,NA,Inter-Research Science Center,203,NA,181--189,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boschker_et_al_2000,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouillon_et_al_2004,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burns_and_Swart_1992,Burns_and_Swart_1992_article,synthesis source,Article,Diagenetic processes in Holocene carbonate sediments: Florida Bay mudbanks and islands,STEPHEN J. BURNS and PETER K. SWART,NA,10.1111/j.1365-3091.1992.tb01039.x,https://doi.org/10.1111/j.1365-3091.1992.tb01039.x,1992,apr,Wiley,39,2,285--304,Sedimentology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burns_and_Swart_1992,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buzzelli_1998,Buzzelli_1998_article,synthesis source,Article,Dynamic Simulation of Littoral Zone Habitats in Lower Chesapeake Bay. I. Ecosystem Characterization Related to Model Development,Christopher P. Buzzelli,NA,10.2307/1353271,https://doi.org/10.2307/1353271,1998,dec,Springer Nature,21,4,659,Estuaries,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buzzelli_1998,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calleja_et_al_2007,Calleja_et_al_2007_article,synthesis source,Article,The relationship between seagrass (Posidonia oceanica) decline and sulfide porewater concentration in carbonate sediments,Maria Ll. Calleja and NÃºria Mar {à} and Carlos M. Duarte,NA,10.1016/j.ecss.2007.02.016,https://doi.org/10.1016/j.ecss.2007.02.016,2007,jul,Elsevier {BV},73,NA,583--588,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Calleja_et_al_2007,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Carruthers_et_al_2005_article,synthesis source,Article,Lagoon scale processes in a coastally influenced Caribbean system: implications for the seagrass Thalassia testudinum,"Carruthers, T. J. B., Barnes, P. A. G., Jacome, G. E., and Fourqurean, J. W.",NA,NA,https://repository.si.edu/bitstream/handle/10088/3827/Carruthers_Barmes_Jacome_and_Fourqurean_2005.pdf?sequence=1&isAllowed=y,2005,NA,NA,41,NA,NA,Caribbean Journal of Science,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carruthers_et_al_2005,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copertino_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotner_et_al_2004,Cotner_et_al_2004_article,synthesis source,Article,"Nutrient, sulfur and carbon dynamics in a hypersaline lagoon",James B Cotner and Michael W Suplee and Nai Wei Chen and David E Shormann,NA,10.1016/j.ecss.2003.11.008,https://doi.org/10.1016/j.ecss.2003.11.008,2004,apr,Elsevier {BV},59,4,639--652,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotner_et_al_2004,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danovaro_1996,Danovaro_1996_article,synthesis source,Article,Detritus-Bacteria-Meiofauna interactions in a seagrass bed (Posidonia oceanica) of the {NW} Mediterranean,R. Danovaro,NA,10.1007/bf00993638,https://doi.org/10.1007/bf00993638,1996,NA,Springer Science and Business Media {LLC},127,1,1--13,Marine Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danovaro_1996,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danovaro_and_Fabiano_1995,Danovaro_and_Fabiano_1995_article,synthesis source,Article,Seasonal and inter-annual variation of bacteria in a seagrass bed of the Mediterranean Sea: relationship with labile organic compounds and other environmental factors,R Danovaro and M Fabiano,NA,10.3354/ame009017,https://doi.org/10.3354/ame009017,1995,NA,Inter-Research Science Center,9,NA,17--26,Aquatic Microbial Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danovaro_and_Fabiano_1995,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danovaro_and_Gambi_2002,Danovaro_and_Gambi_2002_article,synthesis source,Article,Biodiversity and trophic structure of nematode assemblages in seagrass systems: evidence for a coupling with changes in food availability,Danovaro R. and Gambi C.,NA,10.1007/s00227-002-0857-y,https://doi.org/10.1007/s00227-002-0857-y,2002,oct,Springer Nature,141,4,667--677,Marine Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA
