study_id,core_id,country,core_latitude,core_longitude,latitude_precision,longitude_precision,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag,depth_min,depth_max,Holocene_RSLR,carbon_stock (Mg ha-1),corrected_carbon_stock_using_estimated_conversion_factor (Mg ha-1),carbon_stock_final  (Mg ha-1)?,Included_in_previous_compilations?
Bhomia et al. (2016),San Lorenzo,Honduras,13.3676,-87.48,4,2,NA,mixoeuhaline,forested to shrub,fringe,1.2,0,1.2,III~V,276.5,,276.5,Yes
Bhomia et al. (2016),El Canalito,Honduras,15.8742,-87.64,4,2,NA,oligohaline,forested,fringe,2.7,0,2.7,III~V,404.5,,404.5,Yes
Bhomia et al. (2016),El Marion,Honduras,15.7854,-87.6,4,1,NA,NA,forested,riverine,2.7,0,2.7,III~V,190.7,,190.7,Yes
Bhomia et al. (2016),La Diamente,Honduras,15.8913,-87.63,4,2,NA,mesohaline,forested to shrub,fringe,2,0,2,III~V,514.5,,514.5,Yes
Bhomia et al. (2016),Laguna Quemada,Honduras,15.8222,-87.58,4,2,NA,oligohaline,forested,fringe,2.4,0,2.4,III~V,413.4,,413.4,Yes
Bhomia et al. (2016),Manglon,Honduras,15.8223,-87.6,4,1,NA,oligohaline,forested,fringe,2.35,0,2.35,III~V,381.9,,381.9,Yes
Bhomia et al. (2016),Milton Bight,Honduras,16.4042,-86.4,4,1,NA,polyhaline,forested to shrub,fringe,1.6,0,1.6,III~V,563.6,,563.6,Yes
Bhomia et al. (2016),Politily,Honduras,16.4013,-86.4,4,1,NA,mixoeuhaline,forested,fringe,2.7,0,2.7,III~V,403.6,,403.6,Yes
Bhomia et al. (2016),West End,Honduras,16.4184,-85.94,4,2,NA,polyhaline,forested to shrub,overwash,1.78,0,1.78,III~V,233.2,,233.2,Yes
Bhomia et al. (2016),The Bight,Honduras,16.4548,-85.86,4,2,NA,mixoeuhaline,scrub shrub,overwash,2.7,0,2.7,III~V,402.7,,402.7,Yes
Bhomia et al. (2016),Big Bight,Honduras,16.0885,-86.89,4,2,NA,polyhaline,scrub shrub,fringe,2.7,0,2.7,III~V,507.2,,507.2,Yes
Bhomia et al. (2016),Iron Bound,Honduras,16.1192,-86.9,4,1,NA,saline,forested to shrub,fringe,1.48,0,1.48,III~V,533.7,,533.7,Yes
Bhomia et al. (2016),Weatern Path,Honduras,16.0983,-86.91,4,2,NA,mixoeuhaline,forested to shrub,fringe,2.6,0,2.6,III~V,471.7,,471.7,Yes
Bhomia et al. (2016),Oyster Bed,Honduras,16.0927,-86.91,4,2,NA,mixoeuhaline,scrub shrub,fringe,2.7,0,2.7,III~V,700.4,,700.4,Yes
Bhomia et al. (2016),Turtle Harbor,Honduras,16.11,-86.94,2,2,NA,mixoeuhaline,forested to shrub,fringe,1.4,0,1.4,III~V,397.3,,397.3,Yes
Bharathkumar et al. (2008),Guesthouse,India,11.95,79.7833,2,4,NA,mesohaline,NA,interior,0.1,0,0.1,III~V,192.4378393,95.26505005,95.26505005,Yes
Bharathkumar et al. (2008),Kodiyampalayam,India,11.95,79.7833,2,4,NA,mesohaline,NA,interior,0.1,0,0.1,III~V,142.9656238,68.2948082,68.2948082,Yes
Bharathkumar et al. (2008),Pillumedu,India,11.95,79.7833,2,4,NA,mesohaline,NA,interior,0.1,0,0.1,III~V,49.93273505,21.02421886,21.02421886,Yes
Bharathkumar et al. (2008),Tandavaraycholarpet ,India,11.95,79.7833,2,4,NA,mesohaline,NA,interior,0.1,0,0.1,III~V,49.93273505,37.66258394,37.66258394,Yes
Bouillon and Boschker (2006),Chunnambar,India,11.8833,79.8,4,1,NA,NA,NA,riverine,0.05,0,0.05,III~V,93.52,,93.52,Yes
Bouillon and Boschker (2006),Pichavaram-2,India,11.45,79.2833,2,4,NA,NA,NA,NA,0.1,0,0.1,III~V,134.24,,134.24,Yes
Bouillon and Boschker (2006),Pickavaram-1,India,11.45,79.2833,2,4,NA,NA,NA,NA,0.1,0,0.1,III~V,299.34,,299.34,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,206.70246,,206.70246,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,214.43947,,214.43947,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,221.37528,,221.37528,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,227.67912,,227.67912,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,227.67912,,227.67912,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,227.67912,,227.67912,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,227.67912,,227.67912,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,233.47,,233.47,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,233.47,,233.47,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,233.47,,233.47,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,233.47,,233.47,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,233.47,,233.47,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,233.47,,233.47,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,238.8353,,238.8353,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,238.8353,,238.8353,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,238.8353,,238.8353,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,238.8353,,238.8353,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,243.84096,,243.84096,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,248.53842,,248.53842,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,252.96824,,252.96824,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,252.96824,,252.96824,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,257.16315,,257.16315,Yes
Bouillon et al. (2003) in Jardine and Siikamaki (2014),India (CWS),India,16.7917,82.3083,4,4,NA,NA,NA,NA,0.05,0,0.05,III~V,284.74874,,284.74874,Yes
Chakraborty et al. (2014),Mang-1,India,15.5097,73.8987,4,4,NA,NA,NA,riverine,0.2,0,0.2,III~V,357.895536,,357.895536,Yes
Chakraborty et al. (2014),Mang-2,India,15.5097,73.8987,4,4,NA,NA,NA,riverine,0.2,0,0.2,III~V,331.2662154,,331.266215,Yes
Chakraborty et al. (2014),Mang-3,India,15.5097,73.8987,4,4,NA,NA,NA,riverine,0.2,0,0.2,III~V,170.5073598,,170.50736,Yes
Chakraborty et al. (2014),Mang-4,India,15.5097,73.8987,4,4,NA,NA,NA,riverine,0.2,0,0.2,III~V,178.964745,,178.964745,Yes
Chakraborty et al. (2014),Mang-5,India,15.5097,73.8987,4,4,NA,NA,NA,riverine,0.2,0,0.2,III~V,272.2712618,,272.271262,Yes
Chanda et al. (2014),HI-LW,India,21.5742,88.2928,4,4,NA,NA,NA,fringe,0.1,0,0.1,III~V,207.7690241,,207.769024,Yes
Chanda et al. (2014),HI-SW,India,21.5742,88.2928,4,4,NA,NA,NA,fringe,0.1,0,0.1,III~V,154.4195294,,154.419529,Yes
Chanda et al. (2014),JK-LW,India,22.0211,88.6847,4,4,NA,NA,NA,interior,0.1,0,0.1,III~V,324.0684229,,324.068423,Yes
Chanda et al. (2014),JK-SW,India,22.0211,88.6847,4,4,NA,NA,NA,interior,0.1,0,0.1,III~V,303.3972067,,303.397207,Yes
Chatterjee et al. (2009),S1-LL,India,21,88,0,0,NA,NA,NA,riverine,0.3,0,0.3,III~V,117.68,,117.68,Yes
Chatterjee et al. (2009),S1-ML,India,21,88,0,0,NA,NA,NA,riverine,0.3,0,0.3,III~V,119.8220008,,119.822001,Yes
Chatterjee et al. (2009),S1-UL,India,21,88,0,0,NA,NA,NA,riverine,0.3,0,0.3,III~V,104.4436488,,104.443649,Yes
Chatterjee et al. (2009),S2-LL,India,21,88,0,0,NA,NA,NA,riverine,0.15,0,0.15,III~V,95.92064591,,95.9206459,Yes
Chatterjee et al. (2009),S2-ML,India,21,88,0,0,NA,NA,NA,riverine,0.2,0,0.2,III~V,114.160375,,114.160375,Yes
Chatterjee et al. (2009),S2-UL,India,21,88,0,0,NA,NA,NA,riverine,0.2,0,0.2,III~V,73.05451882,,73.0545188,Yes
Chatterjee et al. (2009),S3-LL,India,21,88,0,0,NA,NA,NA,riverine,0.25,0,0.25,III~V,87.63189867,,87.6318987,Yes
Chatterjee et al. (2009),S3-ML,India,21,88,0,0,NA,NA,NA,riverine,0.2,0,0.2,III~V,90.62150967,,90.6215097,Yes
Chatterjee et al. (2009),S3-UL,India,21,88,0,0,NA,NA,NA,riverine,0.25,0,0.25,III~V,98.82645257,,98.8264526,Yes
Dominguez et al. (2010),Gangadharpur,India,21.521,88.19,3,2,NA,NA,NA,NA,0.24,0,0.24,III~V,111.5535603,,111.55356,Yes
Dominguez et al. (2010),Gosaba,India,21.521,88.19,3,2,NA,NA,NA,NA,0.2,0,0.2,III~V,106.1466647,,106.146665,Yes
Dominguez et al. (2010),Jharkhali,India,21.521,88.19,3,2,NA,NA,NA,NA,0.28,0,0.28,III~V,114.9697782,,114.969778,Yes
Dominguez et al. (2010),Lothian Island,India,21.521,88.19,3,2,NA,NA,NA,NA,0.2,0,0.2,III~V,138.6293294,,138.629329,Yes
Fernandes et al. (2014),S11,India,17.2167,73.4,4,1,NA,NA,NA,riverine,0.7,0,0.7,III~V,149.7506323,,149.750632,Yes
Fernandes et al. (2014),S22,India,17.2167,73.4,4,1,NA,NA,NA,fringe,0.4,0,0.4,III~V,173.5,,173.5,Yes
Kathiresan et al. (2014),Kath1,India,11.4294,79.7939,4,4,NA,saline,NA,fringe,1,0,1,III~V,52.17,,52.17,Yes
Patil et al. (2014),Mahul 1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,297.1333278,,297.133328,Yes
Patil et al. (2014),Mahul 2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,407.7455925,,407.745593,Yes
Patil et al. (2014),Mahul 3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,357.3048541,,357.304854,Yes
Patil et al. (2014),Mahul 4,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,445.8885825,,445.888583,Yes
Patil et al. (2014),Mahul 5,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,445.0632094,,445.063209,Yes
Patil et al. (2014),Patil-B1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,413.3020687,,413.302069,Yes
Patil et al. (2014),Patil-B2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,321.0571186,,321.057119,Yes
Patil et al. (2014),Patil-B3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,287.3644924,,287.364492,Yes
Patil et al. (2014),Patil-B4,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,260.1298111,,260.129811,Yes
Patil et al. (2014),Patil-K1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,296.6530357,,296.653036,Yes
Patil et al. (2014),Patil-K2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,247.0589419,,247.058942,Yes
Patil et al. (2014),Patil-K3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,228.1746431,,228.174643,Yes
Patil et al. (2014),Patil-K4,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,283.356181,,283.356181,Yes
Patil et al. (2014),Patil-K5,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,273.0602273,,273.060227,Yes
Patil et al. (2014),Patil-K6,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,216.0636281,,216.063628,Yes
Patil et al. (2014),Patil-M1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,252.6309508,,252.630951,Yes
Patil et al. (2014),Patil-M2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,217.3406891,,217.340689,Yes
Patil et al. (2014),Patil-M3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,219.4072921,,219.407292,Yes
Patil et al. (2014),Patil-M4,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,190.4045087,,190.404509,Yes
Patil et al. (2014),Patil-Mk1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,195.0887347,,195.088735,Yes
Patil et al. (2014),Patil-Mk2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,188.9711639,,188.971164,Yes
Patil et al. (2014),Patil-Mk3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,237.8169454,,237.816945,Yes
Patil et al. (2014),Patil-N1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,195.4643027,,195.464303,Yes
Patil et al. (2014),Patil-N2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,222.0435649,,222.043565,Yes
Patil et al. (2014),Patil-N3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,222.6974303,,222.69743,Yes
Patil et al. (2014),Patil-N5,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,246.1807302,,246.18073,Yes
Patil et al. (2014),Patil-N6,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,319.284667,,319.284667,Yes
Patil et al. (2014),Patil-N7,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,221.058895,,221.058895,Yes
Patil et al. (2014),Patil-VG1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,209.2049348,,209.204935,Yes
Patil et al. (2014),Patil-VG10,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,341.3569988,,341.356999,Yes
Patil et al. (2014),Patil-VG11,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,309.112241,,309.112241,Yes
Patil et al. (2014),Patil-VG12,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,190.9053901,,190.90539,Yes
Patil et al. (2014),Patil-VG13,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,406.4940817,,406.494082,Yes
Patil et al. (2014),Patil-VG14,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,271.7439263,,271.743926,Yes
Patil et al. (2014),Patil-VG15,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,269.357274,,269.357274,Yes
Patil et al. (2014),Patil-VG2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,331.6932109,,331.693211,Yes
Patil et al. (2014),Patil-VG3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,240.8396119,,240.839612,Yes
Patil et al. (2014),Patil-VG4,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,310.2601012,,310.260101,Yes
Patil et al. (2014),Patil-VG5,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,373.4679309,,373.467931,Yes
Patil et al. (2014),Patil-VG6,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,351.7407318,,351.740732,Yes
Patil et al. (2014),Patil-VG7,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,376.6490853,,376.649085,Yes
Patil et al. (2014),Patil-VG8,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,350.7372193,,350.737219,Yes
Patil et al. (2014),Patil-VG9,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,325.0074383,,325.007438,Yes
Patil et al. (2014),Wadala 1,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,329.5523266,,329.552327,Yes
Patil et al. (2014),Wadala 2,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,363.1655611,,363.165561,Yes
Patil et al. (2014),Wadala 3,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,396.0475923,,396.047592,Yes
Patil et al. (2014),Wadala 4,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,314.1293606,,314.129361,Yes
Patil et al. (2014),Wadala 5,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,325.2253992,,325.225399,Yes
Patil et al. (2014),Wadala 6,India,19,73,0,0,NA,NA,NA,NA,NA,0,NA,III~V,293.510679,,293.510679,Yes
Ranjan et al. (2011),B:Ranjan-2011,India,11.383,79.75,3,2,NA,NA,forested to shrub,fringe,0.42,0,0.42,III~V,156.27,,156.27,Yes
Ranjan et al. (2011),C:Ranjan-2011,India,11.383,79.75,3,2,NA,NA,forested to shrub,fringe,0.48,0,0.48,III~V,137.83,,137.83,Yes
Ranjan et al. (2011),D:Ranjan-2011,India,11.383,79.75,3,2,NA,NA,NA,fringe,0.8,0,0.8,III~V,173.53,,173.53,Yes
Ray et al. (2011),monsoon,India,21.5333,88.0833,4,4,NA,polyhaline,forested to shrub,fringe/riverine,0.3,0,0.3,III~V,162.25,,162.25,Yes
Ray et al. (2011),Post monsoon,India,21.5333,88.0833,4,4,NA,polyhaline,forested to shrub,fringe/riverine,0.3,0,0.3,III~V,163.5,,163.5,Yes
Ray et al. (2011),Pre-monsoon,India,21.5333,88.0833,4,4,NA,polyhaline,forested to shrub,fringe/riverine,0.3,0,0.3,III~V,128.5,,128.5,Yes
Sebastian & Chacko (2006),S1-April99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,281.3291522,,281.329152,Yes
Sebastian & Chacko (2006),S2-April 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,405.4106949,,405.410695,Yes
Sebastian & Chacko (2006),S3-April 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,351.5603252,,351.560325,Yes
Sebastian & Chacko (2006),S1-June99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,341.9358237,,341.935824,Yes
Sebastian & Chacko (2006),S2-JUNE99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,359.5635114,,359.563511,Yes
Sebastian & Chacko (2006),S3-JUNE 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,272.8500746,,272.850075,Yes
Sebastian & Chacko (2006),S1-AUG99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,313.2688936,,313.268894,Yes
Sebastian & Chacko (2006),S2-AUG 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,349.084791,,349.084791,Yes
Sebastian & Chacko (2006),S3-AUG 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,275.8026455,,275.802646,Yes
Sebastian & Chacko (2006),S1-OCT 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,270.6064398,,270.60644,Yes
Sebastian & Chacko (2006),S2-OCT 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,271.4005717,,271.400572,Yes
Sebastian & Chacko (2006),S3-OCT 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,228.2382464,,228.238246,Yes
Sebastian & Chacko (2006),S1-DEC 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,266.436199,,266.436199,Yes
Sebastian & Chacko (2006),S2-DEC 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,319.6621908,,319.662191,Yes
Sebastian & Chacko (2006),S3-DEC 99,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,242.5743492,,242.574349,Yes
Sebastian & Chacko (2006),S1-JAN 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,276.9949604,,276.99496,Yes
Sebastian & Chacko (2006),S2-JAN 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,359.2893545,,359.289355,Yes
Sebastian & Chacko (2006),S3-JAN 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,188.698683,,188.698683,Yes
Sebastian & Chacko (2006),S1-FEB 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,250.3661809,,250.366181,Yes
Sebastian & Chacko (2006),S2-FEB 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,258.5762472,,258.576247,Yes
Sebastian & Chacko (2006),S3-FEB 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,192.2088032,,192.208803,Yes
Sebastian & Chacko (2006),S1-MAR 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,300.3538687,,300.353869,Yes
Sebastian & Chacko (2006),S2-MAR 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,294.6508906,,294.650891,Yes
Sebastian & Chacko (2006),S3-MAR 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,150.8532646,,150.853265,Yes
Sebastian & Chacko (2006),S1-APR 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,313.3369169,,313.336917,Yes
Sebastian & Chacko (2006),S2-APR 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,333.2467898,,333.24679,Yes
Sebastian & Chacko (2006),S3-APR 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,164.2650233,,164.265023,Yes
Sebastian & Chacko (2006),S1-MAY 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,299.1177464,,299.117746,Yes
Sebastian & Chacko (2006),S2-MAY 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,308.398277,,308.398277,Yes
Sebastian & Chacko (2006),S3-MAY 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,123.9675875,,123.967588,Yes
Sebastian & Chacko (2006),S1-JUL 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,367.7442081,,367.744208,Yes
Sebastian & Chacko (2006),S2-JUL 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,368.9650984,,368.965098,Yes
Sebastian & Chacko (2006),S3-JUL 00,India,9.9738,76.2261,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,182.2710765,,182.271077,Yes
Sebastian & Chacko (2006),S1-AUG 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,380.2631004,,380.2631,Yes
Sebastian & Chacko (2006),S2-AUG 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,372.8093898,,372.80939,Yes
Sebastian & Chacko (2006),S3-AUG 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,150.4073344,,150.407334,Yes
Sebastian & Chacko (2006),S1-SEP 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,390.353984,,390.353984,Yes
Sebastian & Chacko (2006),S2-SEP 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,467.3211972,,467.321197,Yes
Sebastian & Chacko (2006),S3-SEP 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,218.5764937,,218.576494,Yes
Sebastian & Chacko (2006),S1-OCT 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,352.1612969,,352.161297,Yes
Sebastian & Chacko (2006),S2-OCT 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,419.3617212,,419.361721,Yes
Sebastian & Chacko (2006),S3-OCT 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,260.7650206,,260.765021,Yes
Sebastian & Chacko (2006),S1-NOV 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,376.0711335,,376.071134,Yes
Sebastian & Chacko (2006),S2-NOV 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,388.8446593,,388.844659,Yes
Sebastian & Chacko (2006),S3-NOV 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,219.208207,,219.208207,Yes
Sebastian & Chacko (2006),S1-DEC 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,351.0185114,,351.018511,Yes
Sebastian & Chacko (2006),S2-DEC 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,378.9699941,,378.969994,Yes
Sebastian & Chacko (2006),S3-DEC 00,India,9.9142,76.3044,4,4,NA,NA,NA,NA,NA,NA,NA,III~V,216.7367667,,216.736767,Yes
Alongi et al. (2008),AWM,Indonesia,-4.2333,119.6167,4,4,NA,NA,NA,fringe,0.5,NA,0.5,III~V,490.72571,,490.72571,Yes
Alongi et al. (2008),HBA,Indonesia,-5.5,105.25,1,2,NA,NA,NA,interior,0.5,NA,0.5,III~V,238.4247515,,238.424752,Yes
Alongi et al. (2008),HBR,Indonesia,-5.5,105.25,1,2,NA,NA,NA,interior,0.8,NA,0.8,III~V,472.0895436,,472.089544,Yes
Alongi et al. (2008),HBS,Indonesia,-5.5,105.25,1,2,NA,NA,NA,fringe,0.12,NA,0.12,III~V,161.5764851,,161.576485,Yes
Brunskill et al. (2004),S1-Brunskill,Indonesia,-4.7867,136.8483,4,4,NA,NA,NA,riverine,0.745,0,0.745,III~V,368.74,,368.74,Yes
