study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Matsui_1998,NM98 T00,M0032,1996,3,9,NA,-18.442721,146.186194,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T01,M0033,1996,3,9,NA,-18.442462,146.18623,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T02,M0034,1996,3,9,NA,-18.442197,146.186261,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T03,M0035,1996,3,9,NA,-18.441938,146.186312,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T04,M0036,1996,3,9,NA,-18.441679,146.186347,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T05,M0037,1996,3,9,NA,-18.441423,146.186399,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T06,M0038,1996,3,9,NA,-18.44117,146.186447,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T07,M0039,1996,3,9,NA,-18.440898,146.186483,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T08,M0040,1996,3,9,NA,-18.44063,146.186519,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T09,M0041,1996,3,9,NA,-18.440358,146.186545,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T10,M0042,1996,3,9,NA,-18.440094,146.18658,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T11,M0043,1996,3,9,NA,-18.439847,146.186604,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Matsui_1998,NM98 T12,M0044,1996,3,9,NA,-18.439568,146.186662,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T13,M0045,1996,3,9,NA,-18.439432,146.186671,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T14,M0046,1996,3,9,NA,-18.439263,146.186688,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T15,M0047,1996,3,9,NA,-18.439041,146.186717,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T16,M0048,1996,3,9,NA,-18.438787,146.186745,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T17,M0049,1996,3,9,NA,-18.438536,146.186804,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T18,M0050,1996,3,9,NA,-18.438278,146.186847,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T19,M0051,1996,3,9,NA,-18.438016,146.186906,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 T20,M0052,1996,3,9,NA,-18.437749,146.186938,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Matsui_1998,NM98 P01S01,M0053,1996,3,9,NA,-18.358774,146.145808,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P01S03,M0054,1996,3,9,NA,-18.358774,146.145808,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P02S01,M0055,1996,3,9,NA,-18.358643,146.14801,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P02SO3,M0056,1996,3,9,NA,-18.358643,146.14801,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P03S01,M0057,1996,3,9,NA,-18.424325,146.195218,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,40
Matsui_1998,NM98 P03S02,M0058,1996,3,9,NA,-18.424325,146.195218,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P03S03,M0059,1996,3,9,NA,-18.424325,146.195218,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P04S01,M0060,1996,3,9,NA,-18.42286,146.19197,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P04S02,M0061,1996,3,9,NA,-18.42286,146.19197,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P04S03,M0062,1996,3,9,NA,-18.42286,146.19197,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P05S01,M0063,1996,3,9,NA,-18.421099,146.193129,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P05S02,M0064,1996,3,9,NA,-18.421099,146.193129,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P05S03,M0065,1996,3,9,NA,-18.421099,146.193129,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P06S01,M0066,1996,3,9,NA,-18.40913,146.21997,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,40
Matsui_1998,NM98 P06S02,M0067,1996,3,9,NA,-18.40913,146.21997,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Matsui_1998,NM98 P06S03,M0068,1996,3,9,NA,-18.40913,146.21997,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Mckee_et_al_2002,KLM02 Fringe,M0069,1995,3,9,NA,16.829848,-88.103264,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
Mckee_et_al_2002,KLM02 Transition,M0070,1995,3,9,NA,16.829848,-88.103264,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,20
Mckee_et_al_2002,KLM02 Dwarf,M0071,1995,3,9,NA,16.829848,-88.103264,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,20
Wooller_et_al_2003,MW03 D11,M0072,2001,3,9,NA,16.831347,-88.106153,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Wooller_et_al_2003,MW03 D14,M0073,2001,3,9,NA,16.834478,-88.106216,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,2
Wooller_et_al_2003,MW03 E5,M0074,2001,3,9,NA,16.825075,-88.105023,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Wooller_et_al_2003,MW03 E9,M0075,2001,3,9,NA,16.828987,-88.105276,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Wooller_et_al_2003,MW03 G12,M0076,2001,3,9,NA,16.832389,-88.103341,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Wooller_et_al_2003,MW03 H13,M0077,2001,3,9,NA,16.833514,-88.101791,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Wooller_et_al_2003,MW03 I13,M0078,2001,3,9,NA,16.833349,-88.100789,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Wooller_et_al_2003,MW03 MOW1,M0079,2001,3,9,NA,16.80778,-88.1507,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,2
Lacerda_et_al_1995,LDL95 Rhizophora,M0080,1993,3,9,NA,-22.933926,-43.889642,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,15
Lacerda_et_al_1995,LDL95 Avicennia,M0081,1993,3,9,NA,-22.933926,-43.889642,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,15
Jennerjahn_and_Ittekkot_2002,JI97 Itacuruca,M0082,1989,3,9,NA,-22.933926,-43.889642,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,1
Jennerjahn_and_Ittekkot_1997,JI97 Paraiba do Sul,M0083,1992,3,9,NA,-21.601023,-41.049465,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,1
Alongi_et_al_2005,DMA05 JJ1,M0084,2002,3,9,NA,24.393693,117.922137,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Alongi_et_al_2005,DMA05 JJ2,M0085,2002,3,9,NA,24.402439,117.916642,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Alongi_et_al_2005,DMA05 JJ3,M0086,2002,3,9,NA,24.403115,117.906607,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Twilley_et_al_1997,RRT97 M1 25m,M0087,1995,3,9,NA,-2.448136,-79.690736,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Twilley_et_al_1997,RRT97 M1 50m,M0088,1995,3,9,NA,-2.448372,-79.690668,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Twilley_et_al_1997,RRT97 M2 25m,M0089,1995,3,9,NA,-2.435707,-79.687784,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Twilley_et_al_1997,RRT97 M2 50m,M0090,1995,3,9,NA,-2.435771,-79.687614,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Twilley_et_al_1997,RRT97 M3 25m,M0091,1995,3,9,NA,-2.428006,-79.687389,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Twilley_et_al_1997,RRT97 M3 50m,M0092,1995,3,9,NA,-2.42792,-79.687291,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,not specified,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Marchand_et_al_2004,CM04 C1,M0093,2001,3,9,NA,5.348996,-52.8448990749746,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
"Marchand_et_al_2004,_Marchand_et_al_2003",CM04 C2,M0094,2000,3,9,NA,5.444081,-52.995144199741,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,140
Marchand_et_al_2004,CM04 C4,M0095,2001,3,9,NA,5.443449,-52.9950338525213,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2003,CM04 C8,M0096,2000,3,9,NA,5.347671,-52.8437223551482,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,140
Marchand_et_al_2004,CM04 C11,M0097,2000,3,9,NA,5.444651,-52.9949656443971,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
"Marchand_et_al_2004,_Marchand_et_al_2003",CM04 C12,M0098,2000,3,9,NA,5.361244,-52.8878859002044,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,140
Marchand_et_al_2004,CM04 C14,M0099,2001,3,9,NA,5.361213,-52.8860094121922,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C15,M0100,2001,3,9,NA,5.361265,-52.8867132203576,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C17,M0101,2001,3,9,NA,5.357695,-52.8448710280801,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C18,M0102,2001,3,9,NA,5.444407,-52.9949828827246,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C20,M0103,2002,3,9,NA,5.379758,-52.9207804640132,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C21,M0104,2002,3,9,NA,5.421722,-53.0034966287274,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Marchand_et_al_2004,CM04 C22,M0105,2002,3,9,NA,4.790728,-52.1301045081681,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C23,M0106,2002,3,9,NA,4.789756,-52.1324922280966,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C24,M0107,2002,3,9,NA,4.788874,-52.1619467829665,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C25,M0108,2002,3,9,NA,4.783776,-52.1330954969604,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Marchand_et_al_2004,CM04 C26,M0109,2002,3,9,NA,4.78338,-52.1321210958885,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C27,M0110,2002,3,9,NA,4.772274,-52.1312553648555,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Marchand_et_al_2004,CM04 C28,M0111,2002,3,9,NA,4.772211,-52.1311110046606,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Lallier-Verges_et_al_1998,EL98 Rhizophora,M0112,1996,3,9,NA,16.278088,-61.548429,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,173.6
Lallier-Verges_et_al_1998,EL98 Laguncularia,M0113,1996,3,9,NA,16.277168,-61.543488,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,198.8
Lallier-Verges_et_al_1998,EL98 Acrostichum,M0114,1996,3,9,NA,16.27688,-61.541943,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,178.8
Lallier-Verges_et_al_1998,EL98 Cladium,M0115,1996,3,9,NA,16.276196,-61.538235,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,163.697
Lallier-Verges_et_al_1998,EL98 Pterocarpus,M0116,1996,3,9,NA,16.275196,-61.53275,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth represents deposit depth,mangrove,habitat explicitly defined in original hook script,C1,NA,NA,188.6
Bouillon_et_al_2003,SB03 Coringa 1,M0117,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Bouillon_et_al_2003,SB03 Coringa 2,M0118,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Bouillon_et_al_2003,SB03 Coringa 3,M0119,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,5
Bouillon_et_al_2003,SB03 Coringa 4,M0120,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Bouillon_et_al_2003,SB03 Coringa 5,M0121,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Bouillon_et_al_2003,SB03 Coringa 6,M0122,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
Bouillon_et_al_2003,SB03 Coringa 7,M0123,1996,3,9,NA,16.825207,82.293886,NA,NA,approximate,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,5
