Authors,title,Year,Source Title,Included
"Nguyen, BN; Shen, EW; Seemann, J; Correa, AMS; O'Donnell, JL; Altieri, AH; Knowlton, N; Crandall, KA; Egan, SP; McMillan, WO; Leray, M",Environmental DNA survey captures patterns of fish and invertebrate diversity across a tropical seascape,2020,SCIENTIFIC REPORTS,no
ME Röhr,Environmental Drivers Influencing the Carbon Sink Capacity of Eelgrass (Zostera marina),2019,NA,yes
"R MacKenzie, S Sharma, AR Rovai",Environmental drivers of blue carbon burial and soil carbon stocks in mangrove forests,2021,… environments of mangrove coasts,yes
"MAC Lima, RD Ward, CB Joyce",Environmental drivers of sediment carbon storage in temperate seagrass meadows,2020,Hydrobiologia,yes
"Beyer, J; Trannum, HC; Bakke, T; Hodson, PV; Collier, TK",Environmental effects of the Deepwater Horizon oil spill: A review,2016,MARINE POLLUTION BULLETIN,no
"Dromard, CR; Devault, DA; Bouchon-Navaro, Y; Allenou, JP; Budzinski, H; Cordonnier, S; Tapie, N; Reynal, L; Lemoine, S; Thome, JP; Thouard, E; Monti, D; Bouchon, C",Environmental fate of chlordecone in coastal habitats: recent studies conducted in Guadeloupe and Martinique (Lesser Antilles),2022,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,no
"Franco, A; Malavasi, S; Zucchetta, M; Franzoi, P; Torricelli, P","Environmental influences on fish assemblage in the Venice Lagoon, Italy",2006,CHEMISTRY AND ECOLOGY,no
"Barry, SC; Jacoby, CA; Frazer, TK",Environmental influences on growth and morphology of Thalassia testudinum,2017,MARINE ECOLOGY PROGRESS SERIES,no
"Saintilan, N; Wen, L",Environmental predictors of estuarine fish landings along a temperate coastline,2012,ESTUARINE COASTAL AND SHELF SCIENCE,no
"N Das, A Mondal, S Gangopadhay…","Environmental variables regulating organic carbon dynamics of Sundarban mangrove ecosystem, India",2020,… Journal of Chemical …,YES
"Ortega, A; Geraldi, NR; Duarte, CM",EnvironmentalDNAidentifies marine macrophyte contributions to Blue Carbon sediments,2020,LIMNOLOGY AND OCEANOGRAPHY,YES
"Hossain, MB; Marshall, DJ; Hall-Spencer, JM",Epibenthic community variation along an acidified tropical estuarine system,2019,REGIONAL STUDIES IN MARINE SCIENCE,no
"DANIEL, PA; ROBERTSON, AI",EPIBENTHOS OF MANGROVE WATERWAYS AND OPEN EMBAYMENTS - COMMUNITY STRUCTURE AND THE RELATIONSHIP BETWEEN EXPORTED MANGROVE DETRITUS AND EPIFAUNAL STANDING STOCKS,1990,ESTUARINE COASTAL AND SHELF SCIENCE,no
"Hamisi, M; Diez, B; Lyimo, T; Ininbergs, K; Bergman, B","Epiphytic cyanobacteria of the seagrass Cymodocea rotundata: diversity, diel nifH expression and nitrogenase activity",2013,ENVIRONMENTAL MICROBIOLOGY REPORTS,no
"NEWELL, SY; FELL, JW","ERGOSTEROL CONTENT OF LIVING AND SUBMERGED, DECAYING LEAVES AND TWIGS OF RED MANGROVE",1992,CANADIAN JOURNAL OF MICROBIOLOGY,no
"Miloslavich, P; Bax, NJ; Simmons, SE; Klein, E; Appeltans, W; Aburto-Oropeza, O; Garcia, MA; Batten, SD; Benedetti-Cecchi, L; Checkley, DM; Chiba, S; Duffy, JE; Dunn, DC; Fischer, A; Gunn, J; Kudela, R; Marsac, F; Muller-Karger, FE; Obura, D; Shin, YJ",Essential ocean variables for global sustained observations of biodiversity and ecosystem changes,2018,GLOBAL CHANGE BIOLOGY,no
J Curran,Establishing carbon retention and sequestration in a submerged mangove using isotope analysis,2015,NA,yes
"Satterthwaite, EV; Bax, NJ; Miloslavich, P; Ratnarajah, L; Canonico, G; Dunn, D; Simmons, SE; Carini, RJ; Evans, K; Allain, V; Appeltans, W; Batten, S; Benedetti-Cecchi, L; Bernard, ATF; Bristol, S; Benson, A; Buttigieg, PL; Gerhardinger, LC; Chiba, S; Davies, TE; Duffy, JE; Giron-Nava, A; Hsu, AJ; Kraberg, AC; Kudela, RM; Lear, D; Montes, E; Muller-Karger, FE; O'Brien, TD; Obura, D; Provoost, P; Pruckner, S; Rebelo, LM; Selig, ER; Kjesbu, OS; Starger, C; Stuart-Smith, RD; Vierros, M; Waller, J; Weatherdon, LV; Wellman, TP; Zivian, A",Establishing the Foundation for the Global Observing System for Marine Life,2021,FRONTIERS IN MARINE SCIENCE,no
"TIBBLES, BJ; DAVIS, CL; HARRIS, JM; LUCAS, MI",ESTIMATES OF BACTERIAL PRODUCTIVITY IN MARINE-SEDIMENTS AND WATER FROM A TEMPERATE SALT-MARSH LAGOON,1992,MICROBIAL ECOLOGY,no
"TD Pham, K Yoshino, NN Le, DT Bui",Estimating aboveground biomass of a mangrove plantation on the Northern coast of Vietnam using machine learning techniques with an integration of ALOS-2 …,2018,International Journal of …,no
"zu Ermgassen, PSE; DeAngelis, B; Gair, JR; zu Ermgassen, S; Baker, R; Daniels, A; MacDonald, TC; Meckley, K; Powers, S; Ribera, M; Rozas, LP; Grabowski, JH","Estimating and Applying Fish and Invertebrate Density and Production Enhancement from Seagrass, Salt Marsh Edge, and Oyster Reef Nursery Habitats in the Gulf of Mexico",2021,ESTUARIES AND COASTS,no
"Russell, M; Greening, H","Estimating Benefits in a Recovering Estuary: Tampa Bay, Florida",2015,ESTUARIES AND COASTS,yes
"SI Park, YS Hwang, JS Um",Estimating blue carbon accumulated in a halophyte community using UAV imagery: A case study of the southern coastal wetlands in South Korea,2021,Journal of Coastal Conservation,yes
"Moritsch, MM; Young, M; Carnell, P; Macreadie, PI; Lovelock, C; Nicholson, E; Raimondi, PT; Wedding, LM; Ierodiaconou, D",Estimating blue carbon sequestration under coastal management scenarios,2021,SCIENCE OF THE TOTAL ENVIRONMENT,no
"Rozas, LP; Minello, TJ",Estimating densities of small fishes and decapod crustaceans in shallow estuarine habitats: A review of sampling design with focus on gear selection,1997,ESTUARIES,No
"Granek, E; Ruttenberg, BI",Changes in biotic and abiotic processes following mangrove clearing,2008,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"W Lu, S Yang, L Chen, W Wang, X Du, C Wang, Y Ma…",Changes in Carbon Pool and Stand Structure of a Native Subtropical Mangrove Forest after Inter-Planting with Exotic Species Sonneratia apetala,2014,PLoS …,NA
"Su, ZN; Qiu, GL; Fan, HQ; Li, M; Fang, C",Changes in carbon storage and macrobenthic communities in a mangrove-seagrass ecosystem after the invasion of smooth cordgrass in southern China,2020,MARINE POLLUTION BULLETIN,NA
"Ikenaga, M; Guevara, R; Dean, AL; Pisani, C; Boyer, JN",Changes in Community Structure of Sediment Bacteria Along the Florida Coastal Everglades Marsh-Mangrove-Seagrass Salinity Gradient,2010,MICROBIAL ECOLOGY,NA
"McClelland, JW; Valiela, I",Changes in food web structure under the influence of increased anthropogenic nitrogen inputs to estuaries,1998,MARINE ECOLOGY PROGRESS SERIES,NA
"Donatelli, C; Ganju, NK; Kalra, TS; Fagherazzi, S; Leonardi, N",Changes in hydrodynamics and wave energy as a result of seagrass decline along the shoreline of a microtidal back-barrier estuary,2019,ADVANCES IN WATER RESOURCES,NA
"M Meli, L Bruno",Changes in land use in the last two centuries in the Po lowlands (northern Italy),2021,EGU General Assembly Conference …,NA
"M Singh, L Schwendenmann, G Wang, MF Adame…",Changes in Mangrove Carbon Stocks and Exposure to Sea Level Rise (SLR) under Future Climate Scenarios,2022,Sustainability,NA
"Fourqurean, JW; Schrlau, JE","CHANGES IN NUTRIENT CONTENT AND STABLE ISOTOPE RATIOS OF C AND N DURING DECOMPOSITION OF SEAGRASSES AND MANGROVE LEAVES ALONG A NUTRIENT AVAILABILITY GRADIENT IN FLORIDA BAY, USA",2003,CHEMISTRY AND ECOLOGY,NA
"R Van Allen, KM Schreiner, G Guntenspergen…",Changes in organic carbon source and storage with sea level rise-induced transgression in a Chesapeake Bay marsh,2021,"Estuarine, Coastal and …",NA
"Silva, MB; Rosa, RS; Menezes, R; Francini-Filho, RB",Changes in reef fish assemblages in a cross-shelf euphotic-mesophotic gradient in tropical SW Atlantic,2021,ESTUARINE COASTAL AND SHELF SCIENCE,NA
"Morton, JK; Gladstone, W",Changes in rocky reef fish assemblages throughout an estuary with a restricted inlet,2014,HYDROBIOLOGIA,NA
"Lanari, M; Claudino, MC; Garcia, AM; Copertino, MD","Changes in the elemental (C, N) and isotopic (delta C-13, delta N-15) composition of estuarine plants during diagenesis and implications for ecological studies",2018,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,NA
"NL Bindoff, J Arístegui","Changing Ocean, Marine Ecosystems, and Dependent Communities Supplementary Material",NA,ipcc.ch,NA
CH Asanopoulos,Characterising blue carbon: An assessment of soil carbon in temperate coastal wetlands,2020,NA,NA
"PLIGM Cooray, DT Jayawardana…",Characteristics of tropical mangrove soils and relationships with forest structural attributes in the northern coast of Sri Lanka,2021,Regional Studies in …,NA
"T He, F Zhang, Y Wang, X Chen, J Du","Characterization of dissolved organic matter in submarine groundwater from a salt marsh in Chongming Island, China",2022,Journal of Oceanology and …,NA
MP MWANZIA,"CHARACTERIZATION OF FISHERY RESOURCES AND IMPACTS OF ARTISANAL FISHING ON SEAGRASS MEADOWS OF GAZI BAY, SOUTH COAST, KENYA",2019,NA,NA
"Pait, AS; Whitall, DR; Dieppa, A; Newton, SE; Brune, L; Caldow, C; Mason, AL; Apeti, DA; Christensen, JD","Characterization of organic chemical contaminants in sediments from Jobos Bay, Puerto Rico",2012,ENVIRONMENTAL MONITORING AND ASSESSMENT,NA
"Saderne, V; Baldry, K; Anton, A; Agusti, S; Duarte, CM","Characterization of the CO2 System in a Coral Reef, a Seagrass Meadow, and a Mangrove Forest in the Central Red Sea",2019,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,NA
"Barry, SC; Bianchi, TS; Shields, MR; Hutchings, JA; Jacoby, CA; Frazer, TK",Characterizing blue carbon stocks in Thalassia testudinum meadows subjected to different phosphorus supplies: A lignin biomarker approach,2018,LIMNOLOGY AND OCEANOGRAPHY,NA
"Clarkson, E; Pollack, JB",Characterizing Fish-Habitat Associations through Paired Fisheries-Independent and In Situ Habitat Assessments,2021,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,NA
"Castro-Perez, JM; Gonzalez, GA; Arias-Gonzalez, JE","Characterizing spatial and temporal reef fisheries in Chinchorro Bank Biosphere Reserve, northern Mesoamerican Reef System",2011,HIDROBIOLOGICA,NA
"Palomino-Alvarez, LA; Rocha, RM; Simoes, N","Checklist of ascidians (Chordata, Tunicata) from the southern Gulf of Mexico",2019,ZOOKEYS,NA
"Maie, N; Parish, KJ; Watanabe, A; Knicker, H; Benner, R; Abe, T; Kaiser, K; Jaffe, R",Chemical characteristics of dissolved organic nitrogen in an oligotrophic subtropical coastal ecosystem,2006,GEOCHIMICA ET COSMOCHIMICA ACTA,NA
"Luy, N; Gobert, S; Sartoretto, S; Biondo, R; Bouquegneau, JM; Richir, J",Chemical contamination along the Mediterranean French coast using Posidonia oceanica (L.) Delile above-ground tissues: a multiple trace element study,2012,ECOLOGICAL INDICATORS,NA
"Sieg, RD; Kubanek, J",Chemical Ecology of Marine Angiosperms: Opportunities at the Interface of Marine and Terrestrial Systems,2013,JOURNAL OF CHEMICAL ECOLOGY,NA
"Bhagooli, R; Mattan-Moorgawa, S; Kaullysing, D; Louis, YD; Gopeechund, A; Ramah, S; Soondur, M; Pilly, SS; Beesoo, R; Wijayanti, DP; Bin Bachok, Z; Monras, VC; Casareto, BE; Suzuki, Y; Baker, AC",Chlorophyll fluorescence-A tool to assess photosynthetic performance and stress photophysiology in symbiotic marine invertebrates and seaplants,2021,MARINE POLLUTION BULLETIN,NA
"MINELLO, TJ",CHRONOGRAPHIC TETHERING - A TECHNIQUE FOR MEASURING PREY SURVIVAL-TIME AND TESTING PREDATION PRESSURE IN AQUATIC HABITATS,1993,MARINE ECOLOGY PROGRESS SERIES,NA
"SUBRAMANIAM, SP","CHWAKA BAY (ZANZIBAR, EAST-AFRICA) AS A NURSERY GROUND FOR PENAEID PRAWNS",1990,HYDROBIOLOGIA,NA
"Howard, J; Sutton-Grier, A; Herr, D; Kleypas, J; Landis, E; Mcleod, E; Pidgeon, E; Simpson, S",Clarifying the role of coastal and marine systems in climate mitigation,2017,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,NA
"Fodrie, FJ; Rodriguez, AB; Baillie, CJ; Brodeur, MC; Coleman, SE; Gittman, RK; Keller, DA; Kenworthy, MD; Poray, AK; Ridge, JT; Theuerkauf, EJ; Lindquist, NL",Classic paradigms in a novel environment: inserting food web and productivity lessons from rocky shores and saltmarshes into biogenic reef restoration,2014,JOURNAL OF APPLIED ECOLOGY,NA
"Singkran, N",Classifying risk zones by the impacts of oil spills in the coastal waters of Thailand,2013,MARINE POLLUTION BULLETIN,NA
"D Peteet, J Nichols, D Pederson, T Kenna…","Climate and anthropogenic controls on blue carbon sequestration in Hudson River tidal marsh, Piermont, New York",2020,Environmental …,NA
"PLIGM Cooray, KAS Kodikara, MP Kumara…",Climate and intertidal zonation drive variability in the carbon stocks of Sri Lankan mangrove forests,2021,Geoderma,NA
JH Myers,Climate Change And Blue Carbon: Above-Ground Carbon Stock Of Mangroves In The Lower Volta Area,2016,NA,NA
"PM Ross, P Adam",Climate change and intertidal wetlands,2013,Biology,NA
"JB Adams, JL Raw, SP Mbense…",Climate change and South Africa's blue carbon ecosystems,2019,Water Research …,NA
"Kang, B; Pecl, GT; Lin, LS; Sun, P; Zhang, PD; Li, Y; Zhao, LL; Peng, X; Yan, YR; Shen, CY; Niu, WT",Climate change impacts on China's marine ecosystems,2021,REVIEWS IN FISH BIOLOGY AND FISHERIES,NA
"N Saintilan, K Rogers, JJ Kelleway, E Ens, DR Sloane",Climate change impacts on the coastal wetlands of Australia,2019,Wetlands,NA
"Koch, MS; Coronado, C; Miller, MW; Rudnick, DT; Stabenau, E; Halley, RB; Sklar, FH",Climate Change Projected Effects on Coastal Foundation Communities of the Greater Everglades Using a 2060 Scenario: Need for a New Management Paradigm,2015,ENVIRONMENTAL MANAGEMENT,NA
"Chen, ST; Qiu, GL",Cloning and activity analysis of the promoter of nucleotide exchange factor gene ZjFes1 from the seagrasses Zostera japonica,2020,SCIENTIFIC REPORTS,NA
"JL Howard, JC Creed, MVP Aguiar…",CO2 released by carbonate sediment production in some coastal areas may offset the benefits of seagrass “Blue Carbon” storage,2018,Limnology and …,NA
"Suzuki, Y; Fujii, M; Casareto, BE; Furuta, A; Ishikawa, Y",CO2 sequestration and fate of organic matters within seagrass (Zostera marina) ecosystem,2003,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,NA
"EVERETT, RA; RUIZ, GM",COARSE WOODY DEBRIS AS A REFUGE FROM PREDATION IN AQUATIC COMMUNITIES - AN EXPERIMENTAL TEST,1993,OECOLOGIA,NA
"Reise, K",Coast of change: habitat loss and transformations in the Wadden Sea,2005,HELGOLAND MARINE RESEARCH,NA
"Thorhaug, A; Gallagher, JB; Kiswara, W; Prathep, A; Huang, XP; Yap, TK; Dorward, S; Berlyn, G",Coastal and estuarine blue carbon stocks in the greater Southeast Asia region: Seagrasses and mangroves per nation and sum of total,2020,MARINE POLLUTION BULLETIN,NA
"Kamal, AH; Khan, MAA",Coastal and estuarine resources of Bangladesh: management conservation issues,2009,MAEJO INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY,NA
PZ Yanda,Coastal and Marine Ecosystems in a Changing Climate: The,2013,NA,NA
"N Ahmed, M Glaser","Coastal aquaculture, mangrove deforestation and blue carbon emissions: is REDD+ a solution?",2016,Marine Policy,NA
"Keesing, J; Irvine, T","Coastal biodiversity in the Indian Ocean: The known, the unknown and the unknowable",2005,INDIAN JOURNAL OF MARINE SCIENCES,NA
"OS Board, B on Agriculture, N Resources…",Coastal Blue Carbon,2018,… : A Research Agenda,NA
"KR Radabaugh, RP Moyer, AR Chappel, CE Powell…","Coastal blue carbon assessment of mangroves, salt marshes, and salt barrens in Tampa Bay, Florida, USA",2018,Estuaries and …,NA
"M Gullström, M Dahl, O Lindén, F Vorhies, S Forsberg…",Coastal blue carbon stocks in Tanzania and Mozambique: support for climate adaptation and mitigation actions,2021,NA,NA
"Tang, JW; Ye, SF; Chen, XC; Yang, HL; Sun, XH; Wang, FM; Wen, Q; Chen, SB","Coastal blue carbon: Concept, study method, and the application to ecological restoration",2018,SCIENCE CHINA-EARTH SCIENCES,NA
"PS Lavery, A Lafratta, O Serrano…",Coastal carbon opportunities: technical report on carbon storage and accumulation rates at three case study sites,2019,Goyder Institute for …,NA
"JO Bosire, S Bandeira, J Rafael",Coastal climate change mitigation and,2012,NA,NA
"Liversage, K; Chapman, MG",Coastal ecological engineering and habitat restoration: incorporating biologically diverse boulder habitat,2018,MARINE ECOLOGY PROGRESS SERIES,NA
"Barbier, EB; Koch, EW; Silliman, BR; Hacker, SD; Wolanski, E; Primavera, J; Granek, EF; Polasky, S; Aswani, S; Cramer, LA; Stoms, DM; Kennedy, CJ; Bael, D; Kappel, CV; Perillo, GME; Reed, DJ",Coastal ecosystem-based management with nonlinear ecological functions and values,2008,SCIENCE,NA
"Martinez, ML; Silva, R; Lopez-Portillo, J; Feagin, RA; Martinez, E",Coastal Ecosystems as an Ecological Membrane,2020,JOURNAL OF COASTAL RESEARCH,NA
"V Ayyam, S Palanivel, S Chandrakasan",Coastal ecosystems of the Tropics-adaptive management,2019,NA,NA
"Spalding, MD; McIvor, AL; Beck, MW; Koch, EW; Moller, I; Reed, DJ; Rubinoff, P; Spencer, T; Tolhurst, TJ; Wamsley, TV; van Wesenbeeck, BK; Wolanski, E; Woodroffe, CD",Coastal Ecosystems: A Critical Element of Risk Reduction,2014,CONSERVATION LETTERS,NA
"Deegan, LA; Johnson, DS; Warren, RS; Peterson, BJ; Fleeger, JW; Fagherazzi, S; Wollheim, WM",Coastal eutrophication as a driver of salt marsh loss,2012,NATURE,NA
"Chong, VC; Sasekumar, A","Coastal habitats (mangroves, coral reefs and seagrass beds) of the ASEAN region: Status, utilization and management issues",2002,FISHERIES SCIENCE,NA
"Tregarot, E; Catry, T; Pottier, A; El-Hacen, EM; Cheikh, MAS; Cornet, CC; Marechal, JP; Failler, P","Coastal protection assessment: a tradeoff between ecological, social, and economic issues",2021,ECOSPHERE,NA
"Wilkinson, C; Salvat, B","Coastal resource degradation in the tropics: Does the tragedy of the commons apply for coral reefs, mangrove forests and seagrass beds",2012,MARINE POLLUTION BULLETIN,NA
"van der Heide, T; Temmink, RJM; Fivash, GS; Bouma, TJ; Bostrom, C; Didderen, K; Esteban, N; Gaeckle, J; Gagnon, K; Infantes, E; van de Koppel, J; Lengkeek, W; Unsworth, R; Christianen, MJA",Coastal restoration success via emergent trait-mimicry is context dependent,2021,BIOLOGICAL CONSERVATION,NA
