study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,method_id,compaction_notes,cs137_activity,cs137_unit,depth_interval_notes
CRMS_Database,CRMS0260,CRMS0260_1,4,8,0.21,0.3408,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_1,8,12,0.19,0.4573,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_1,12,16,0.12,0.5547000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_1,16,20,0.12,0.5508000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_1,20,24,0.12,0.49,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_2,0,4,0.18,0.4705,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_2,4,8,0.13,0.6241,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_2,8,12,0.1,0.6318,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_2,12,16,0.08,0.6857,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_2,16,20,0.08,0.6744999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_2,20,24,0.09,0.6334,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_3,0,4,0.19,0.2972,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_3,4,8,0.18,0.3097,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_3,8,12,0.09,0.5916,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_3,12,16,0.08,0.6908,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_3,16,20,0.08,0.6445,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0260,CRMS0260_3,20,24,0.15000000000000002,0.419,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_1,0,4,0.21,0.30069999999999997,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_1,4,8,0.23,0.27130000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_1,8,12,0.17,0.3865,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_1,12,16,0.17,0.3915,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_1,16,20,0.17,0.3973,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_1,20,24,0.15000000000000002,0.4348000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_2,0,4,0.23,0.3408,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_2,4,8,0.19,0.4019,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_2,8,12,0.17,0.42,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_2,12,16,0.18,0.4043000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_2,16,20,0.12,0.4455,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_2,20,24,0.14,0.4976,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_3,0,4,0.19,0.29460000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_3,4,8,0.29000000000000004,0.2715,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_3,8,12,0.17,0.3279,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_3,12,16,0.17,0.3686,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_3,16,20,0.16,0.41730000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0263,CRMS0263_3,20,24,0.15000000000000002,0.4091,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_1,0,4,0.29000000000000004,0.2542,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_1,4,8,0.26,0.2571,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_1,8,12,0.31,0.26080000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_1,12,16,0.23,0.2906,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_1,16,20,0.26,0.3256,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_1,20,24,0.3,0.3079,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_2,0,4,0.31,0.235,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_2,4,8,0.27,0.228,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_2,8,12,0.31,0.2299,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_2,12,16,0.21,0.2253,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_2,16,20,0.31,0.2273,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_2,20,24,0.32999999999999996,0.2171,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_3,0,4,0.41,0.132,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_3,4,8,0.32999999999999996,0.15820000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_3,8,12,0.27,0.1941,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_3,12,16,0.27,0.2046,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_3,16,20,0.27,0.23640000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0272,CRMS0272_3,20,24,0.3,0.21670000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_1,0,4,0.25,0.34709999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_1,4,8,0.19,0.393,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_1,8,12,0.21,0.34159999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_1,12,16,0.16,0.3728,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_1,16,20,0.16,0.3509,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_1,20,24,0.22,0.2766,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_2,0,4,0.28,0.3254,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_2,4,8,0.13,0.5131,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_2,8,12,0.15000000000000002,0.4175,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_2,12,16,0.14,0.4376,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_2,16,20,0.12,0.4205,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_2,20,24,0.11,0.3978,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_3,0,4,0.16,0.4486,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_3,4,8,0.09,0.7143999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_3,8,12,0.09,0.7023999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_3,12,16,0.09,0.5335,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_3,16,20,0.1,0.5741,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0276,CRMS0276_3,20,24,0.09,0.5574,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_1,0,4,0.2,0.3295,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_1,4,8,0.31,0.2398,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_1,8,12,0.25,0.3063,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_1,12,16,0.18,0.3809,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_1,16,20,0.19,0.3768,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_1,20,24,0.15000000000000002,0.3603,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_2,0,4,0.1,0.4685,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_2,4,8,0.13,0.4104,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_2,8,12,0.08,0.5682,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_2,12,16,0.07,0.5214,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_2,16,20,0.07,0.5811,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_2,20,24,0.07,0.6054999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_3,0,4,0.15000000000000002,0.35169999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_3,4,8,0.13,0.469,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_3,8,12,0.13,0.5714,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_3,12,16,0.16,0.4569,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_3,16,20,0.15000000000000002,0.4019,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0282,CRMS0282_3,20,24,0.15000000000000002,0.3973,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_1,0,4,0.04,0.744,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_1,4,8,0.04,0.8061,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_1,8,12,0.06,0.8915,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_1,12,16,0.05,0.8962,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_1,16,20,0.05,0.8490000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_1,20,24,0.05,0.7571,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_2,0,4,0.06,0.7858999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_2,4,8,0.06,0.8676000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_2,8,12,0.07,0.8474,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_2,12,16,0.08,0.7587,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_2,16,20,0.08,0.8714000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_2,20,24,0.08,0.8448000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_3,0,4,0.05,0.8631000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_3,4,8,0.07,0.9103,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_3,8,12,0.06,0.8957,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_3,12,16,0.07,0.8284,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_3,16,20,0.07,0.8905,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0287,CRMS0287_3,20,24,0.09,0.9034,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_1,0,4,0.5,0.0496,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_1,4,8,0.44,0.0496,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_1,8,12,0.75,0.0458,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_1,12,16,1.32,0.0263,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_1,16,20,1.27,0.0266,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_1,20,24,1.11,0.0395,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_2,0,4,0.58,0.05330000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_2,4,8,0.7,0.0464,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_2,8,12,1.03,0.041,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_2,12,16,1.32,0.0202,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_2,16,20,1.14,0.031,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_2,20,24,1.34,0.0283,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_3,0,4,0.9,0.0524,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_3,4,8,0.75,0.055,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_3,8,12,1.48,0.0303,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_3,12,16,1.28,0.0268,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_3,16,20,1.39,0.0261,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2608,CRMS2608_3,20,24,1.33,0.0203,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_1,0,4,0.47,0.1035,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_1,4,8,0.58,0.08560000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_1,8,12,0.5700000000000001,0.0924,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_1,12,16,0.51,0.1017,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_1,16,20,0.64,0.0941,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_1,20,24,0.59,0.0934,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_2,0,4,0.73,0.0544,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_2,4,8,0.27,0.08829999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_2,8,12,0.51,0.0981,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_2,12,16,0.4300000000000001,0.0988,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_2,16,20,0.4300000000000001,0.0882,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_2,20,24,0.55,0.07520000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_3,0,4,0.5,0.1004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_3,4,8,0.63,0.08370000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_3,8,12,0.59,0.0936,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_3,12,16,0.5700000000000001,0.1013,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_3,16,20,0.65,0.0881,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2614,CRMS2614_3,20,24,0.56,0.0848,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_1,0,4,1.43,0.0236,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_1,4,8,1.23,0.0229,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_1,8,12,1.21,0.0345,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_1,12,16,1.24,0.0237,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_1,16,20,1.1,0.031,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_1,20,24,1.12,0.0327,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_2,0,4,1.34,0.0448,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_2,4,8,0.95,0.026,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_2,8,12,0.93,0.0157,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_2,12,16,1,0.0232,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_2,16,20,0.56,0.0393,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_2,20,24,0.7,0.037,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_3,0,4,0.7899999999999999,0.0486,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_3,4,8,0.8300000000000001,0.0341,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_3,8,12,1.1700000000000002,0.0127,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_3,12,16,1.34,0.0092,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_3,16,20,1.27,0.0121,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2627,CRMS2627_3,20,24,1.22,0.0183,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_1,0,4,0.65,0.0509,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_1,4,8,0.77,0.0456,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_1,8,12,1.43,0.0333,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_1,12,16,1.47,0.0287,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_1,16,20,1.36,0.0339,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_1,20,24,1.34,0.0335,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_2,0,4,0.9,0.0589,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_2,4,8,0.91,0.0395,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_2,8,12,0.8600000000000001,0.0443,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_2,12,16,0.97,0.03669999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_2,16,20,1.42,0.0213,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_2,20,24,1.22,0.0257,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_3,0,4,0.6699999999999999,0.0508,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_3,4,8,0.8700000000000001,0.053900000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_3,8,12,0.81,0.0492,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_3,12,16,1.03,0.0365,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_3,16,20,1.22,0.0247,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2634,CRMS2634_3,20,24,1.37,0.0273,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_1,0,4,0.18,0.3581,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_1,4,8,0.2,0.34009999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_1,8,12,0.22,0.41730000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_1,12,16,0.22,0.3736,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_1,16,20,0.18,0.3751,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_1,20,24,0.18,0.3891,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_2,0,4,0.15000000000000002,0.35269999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_2,4,8,0.1,0.4381,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_2,8,12,0.12,0.487,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_2,12,16,0.09,0.4459,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_2,16,20,0.14,0.3736,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_2,20,24,0.07,0.3888,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_3,0,4,0.22,0.2871,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_3,4,8,0.12,0.4356,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_3,8,12,0.17,0.2722,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_3,12,16,0.2,0.3683,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_3,16,20,0.18,0.3995,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3601,CRMS3601_3,20,24,0.21,0.3204,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_1,0,4,0.11,0.14,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_1,4,8,0.6599999999999999,0.0671,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_1,8,12,0.32,0.15780000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_1,12,16,0.1,0.3292,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_1,16,20,0.12,0.43600000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_1,20,24,0.17,0.3308,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_2,0,4,0.44,0.1308,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_2,4,8,0.26,0.06720000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_2,8,12,0.12,0.4191,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_2,12,16,0.08,0.6255,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_2,16,20,0.09,0.4287,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_2,20,24,0.14,0.2403,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_3,0,4,0.18,0.1972,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_3,4,8,0.51,0.0948,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_3,8,12,0.8,0.0472,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_3,12,16,0.16,0.15910000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_3,16,20,0.14,0.4453,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3617,CRMS3617_3,20,24,0.16,0.17870000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3680,CRMS3680_1,0,4,0.19,0.444,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3680,CRMS3680_1,4,8,0.17,0.3404,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3680,CRMS3680_1,8,12,0.13,0.35319999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3680,CRMS3680_1,12,16,0.1,0.5277000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3680,CRMS3680_1,16,20,0.1,0.6736,NA,single set of methods,< 10-20%,NA,NA,NA
